"","datasetID","sampleID","predict.cluster","predict.cluster_withmultiple","NO.vote.1","NO.vote.2","NO.vote.3","NO.vote.4","NO.vote.5","NO.vote.6","NO.vote.7","class_1_vs_2.Pwilcox_greater","class_1_vs_3.Pwilcox_greater","class_1_vs_4.Pwilcox_greater","class_1_vs_5.Pwilcox_greater","class_1_vs_6.Pwilcox_greater","class_1_vs_7.Pwilcox_greater","class_2_vs_1.Pwilcox_greater","class_2_vs_3.Pwilcox_greater","class_2_vs_4.Pwilcox_greater","class_2_vs_5.Pwilcox_greater","class_2_vs_6.Pwilcox_greater","class_2_vs_7.Pwilcox_greater","class_3_vs_1.Pwilcox_greater","class_3_vs_2.Pwilcox_greater","class_3_vs_4.Pwilcox_greater","class_3_vs_5.Pwilcox_greater","class_3_vs_6.Pwilcox_greater","class_3_vs_7.Pwilcox_greater","class_4_vs_1.Pwilcox_greater","class_4_vs_2.Pwilcox_greater","class_4_vs_3.Pwilcox_greater","class_4_vs_5.Pwilcox_greater","class_4_vs_6.Pwilcox_greater","class_4_vs_7.Pwilcox_greater","class_5_vs_1.Pwilcox_greater","class_5_vs_2.Pwilcox_greater","class_5_vs_3.Pwilcox_greater","class_5_vs_4.Pwilcox_greater","class_5_vs_6.Pwilcox_greater","class_5_vs_7.Pwilcox_greater","class_6_vs_1.Pwilcox_greater","class_6_vs_2.Pwilcox_greater","class_6_vs_3.Pwilcox_greater","class_6_vs_4.Pwilcox_greater","class_6_vs_5.Pwilcox_greater","class_6_vs_7.Pwilcox_greater","class_7_vs_1.Pwilcox_greater","class_7_vs_2.Pwilcox_greater","class_7_vs_3.Pwilcox_greater","class_7_vs_4.Pwilcox_greater","class_7_vs_5.Pwilcox_greater","class_7_vs_6.Pwilcox_greater"
"1","CHCC_HBV","T1013","3","3","4","1","6","0","0","0","0","1.02e-01","1.00e+00","2.64e-04","3.56e-06","8.51e-06","7.94e-14","9.18e-01","1.00e+00","1.07e-01","5.63e-01","1.11e-02","1.18e-05","1.72e-10","2.84e-13","1.14e-18","4.65e-14","9.32e-17","2.96e-19","1.00e+00","8.94e-01","1.00e+00","8.40e-01","9.99e-01","2.11e-02","1.00e+00","4.43e-01","1.00e+00","1.62e-01","3.22e-01","8.12e-02","1.00e+00","9.89e-01","1.00e+00","1.39e-03","6.80e-01","1.02e-02","1.00e+00","1.00e+00","1.00e+00","9.79e-01","9.22e-01","9.91e-01"
"2","CHCC_HBV","T1015","3","3","1","0","5","4","0","2","0","4.10e-01","1.00e+00","1.00e+00","1.46e-01","9.95e-01","4.78e-04","6.33e-01","1.00e+00","1.00e+00","9.70e-01","9.74e-01","9.06e-01","3.88e-08","1.99e-13","4.00e-01","7.48e-09","7.15e-09","2.42e-14","6.14e-07","9.87e-09","6.01e-01","1.87e-05","1.82e-02","1.38e-06","8.56e-01","3.15e-02","1.00e+00","1.00e+00","1.00e+00","9.82e-01","5.46e-03","2.65e-02","1.00e+00","9.82e-01","6.83e-05","2.67e-04","1.00e+00","9.54e-02","1.00e+00","1.00e+00","1.93e-02","1.00e+00"
"3","CHCC_HBV","T1021","3","3","4","3","5","0","2","0","0","1.80e-01","2.36e-01","2.85e-08","6.40e-06","2.46e-09","7.27e-13","8.50e-01","1.00e+00","7.90e-04","9.52e-01","9.13e-08","1.80e-04","7.66e-01","1.64e-06","3.65e-13","1.33e-04","1.25e-16","1.30e-18","1.00e+00","9.99e-01","1.00e+00","1.00e+00","1.99e-01","8.99e-02","1.00e+00","4.93e-02","1.00e+00","5.11e-05","1.05e-09","1.50e-02","1.00e+00","1.00e+00","1.00e+00","8.04e-01","1.00e+00","8.68e-01","1.00e+00","1.00e+00","1.00e+00","9.11e-01","9.86e-01","1.42e-01"
"4","CHCC_HBV","T1025","5","5","0","0","1","0","6","1","3","2.73e-02","2.41e-01","6.31e-01","1.00e+00","9.88e-01","1.00e+00","9.80e-01","1.00e+00","5.60e-01","1.00e+00","9.58e-01","1.00e+00","7.61e-01","2.29e-05","1.09e-01","1.00e+00","1.00e+00","1.00e+00","3.71e-01","4.42e-01","8.92e-01","1.00e+00","9.89e-01","9.95e-01","2.69e-09","2.77e-09","1.03e-11","3.10e-11","5.01e-13","1.51e-05","1.20e-02","4.29e-02","2.34e-05","1.16e-02","1.00e+00","9.59e-01","5.62e-06","2.12e-06","1.81e-06","5.43e-03","1.00e+00","4.49e-02"
"5","CHCC_HBV","T1027","3","3","1","0","6","1","1","0","0","3.71e-02","1.00e+00","6.10e-01","1.19e-01","6.36e-01","3.50e-07","9.73e-01","1.00e+00","9.94e-01","1.00e+00","9.72e-01","6.16e-01","1.72e-10","2.84e-14","1.20e-13","4.22e-12","2.94e-13","2.82e-17","3.92e-01","6.22e-03","1.00e+00","9.32e-01","9.28e-01","1.05e-04","8.82e-01","2.31e-05","1.00e+00","6.87e-02","9.01e-01","4.07e-02","3.67e-01","2.87e-02","1.00e+00","7.35e-02","9.99e-02","1.04e-02","1.00e+00","3.87e-01","1.00e+00","1.00e+00","9.61e-01","9.91e-01"
"6","CHCC_HBV","T1031","5","5","1","1","0","0","6","0","2","5.45e-01","5.15e-02","1.72e-03","1.00e+00","3.74e-05","9.91e-01","5.00e-01","1.56e-01","2.03e-03","1.00e+00","1.37e-04","6.73e-01","9.49e-01","8.46e-01","5.19e-01","1.00e+00","3.26e-01","1.00e+00","9.98e-01","9.98e-01","4.82e-01","1.00e+00","9.41e-01","9.95e-01","3.36e-10","3.64e-12","3.95e-14","2.64e-11","3.95e-14","7.45e-09","1.00e+00","1.00e+00","6.76e-01","6.05e-02","1.00e+00","1.00e+00","9.19e-03","3.29e-01","1.28e-06","5.03e-03","1.00e+00","7.63e-06"
"7","CHCC_HBV","T1041","4","4","0","0","2","6","3","4","3","8.98e-01","1.00e+00","1.00e+00","1.00e+00","1.00e+00","1.00e+00","1.25e-01","1.00e+00","1.00e+00","1.00e+00","1.00e+00","1.00e+00","2.48e-09","1.23e-06","1.00e+00","1.00e+00","1.00e+00","1.00e+00","1.27e-15","2.78e-16","9.82e-19","2.64e-11","1.14e-13","2.67e-13","8.54e-07","2.59e-07","7.72e-07","1.00e+00","1.00e+00","7.34e-01","5.48e-12","1.38e-09","1.05e-12","1.00e+00","7.12e-07","1.92e-02","7.59e-12","9.39e-10","8.52e-12","1.00e+00","2.74e-01","9.83e-01"
"8","CHCC_HBV","T1043","5","5","0","0","1","0","6","0","0","6.74e-01","9.14e-01","3.38e-01","1.00e+00","9.64e-02","7.67e-01","3.67e-01","7.35e-01","1.45e-02","1.00e+00","1.45e-01","9.53e-01","8.73e-02","2.69e-01","3.71e-01","1.00e+00","1.12e-04","8.90e-01","6.64e-01","9.86e-01","6.30e-01","1.00e+00","7.30e-01","7.94e-01","4.46e-08","6.95e-08","1.15e-09","4.29e-10","4.06e-12","1.86e-07","9.05e-01","8.57e-01","1.00e+00","2.74e-01","1.00e+00","9.99e-01","2.34e-01","4.80e-02","1.11e-01","2.07e-01","1.00e+00","1.17e-03"
"9","CHCC_HBV","T1045","6","6","0","0","2","2","3","6","4","4.55e-01","1.00e+00","1.00e+00","1.00e+00","1.00e+00","1.00e+00","5.90e-01","1.00e+00","1.00e+00","1.00e+00","1.00e+00","1.00e+00","2.26e-10","7.86e-11","9.33e-01","1.00e+00","1.00e+00","1.00e+00","7.60e-09","2.52e-05","6.76e-02","9.93e-01","1.00e+00","1.00e+00","1.01e-08","2.27e-06","1.81e-04","6.74e-03","1.00e+00","9.39e-01","5.73e-13","6.02e-12","6.06e-17","1.14e-13","1.36e-09","5.23e-04","2.75e-15","2.73e-11","3.51e-15","2.40e-07","6.43e-02","1.00e+00"
"10","CHCC_HBV","T112","3","3","1","0","6","1","1","0","0","1.02e-01","1.00e+00","9.13e-01","7.86e-01","5.16e-01","6.81e-07","9.18e-01","1.00e+00","9.90e-01","1.00e+00","9.92e-01","8.47e-01","2.37e-10","1.56e-12","3.48e-12","6.78e-09","1.37e-15","1.28e-17","8.77e-02","1.00e-02","1.00e+00","9.69e-01","6.94e-01","2.21e-04","2.17e-01","5.18e-06","1.00e+00","3.12e-02","6.11e-03","2.31e-03","4.86e-01","8.57e-03","1.00e+00","3.10e-01","9.94e-01","4.49e-02","1.00e+00","1.55e-01","1.00e+00","1.00e+00","9.98e-01","9.59e-01"
"11","CHCC_HBV","T113","6","6","0","0","1","1","1","5","4","9.96e-01","1.00e+00","1.00e+00","1.00e+00","1.00e+00","1.00e+00","5.86e-03","9.76e-01","9.68e-01","7.94e-01","1.00e+00","1.00e+00","2.83e-08","2.51e-02","9.99e-01","8.63e-01","1.00e+00","1.00e+00","8.40e-11","3.22e-02","1.26e-03","1.36e-01","1.00e+00","9.43e-01","8.27e-06","2.11e-01","1.38e-01","8.65e-01","1.00e+00","1.00e+00","3.88e-10","1.98e-06","3.36e-10","1.50e-04","1.01e-09","3.00e-02","6.75e-09","2.07e-05","1.42e-06","5.79e-02","3.34e-04","9.73e-01"
"12","CHCC_HBV","T123","3","3","3","2","6","2","1","0","0","5.45e-01","1.00e+00","1.40e-01","2.19e-05","3.07e-05","5.03e-12","5.00e-01","1.00e+00","2.19e-02","5.11e-01","1.72e-07","1.48e-07","1.69e-04","3.59e-04","5.48e-06","7.66e-12","1.25e-15","2.46e-17","8.61e-01","9.78e-01","1.00e+00","1.74e-01","1.22e-07","2.65e-11","1.00e+00","4.94e-01","1.00e+00","8.28e-01","6.50e-03","4.60e-04","1.00e+00","1.00e+00","1.00e+00","1.00e+00","9.94e-01","5.94e-02","1.00e+00","1.00e+00","1.00e+00","1.00e+00","1.00e+00","9.46e-01"
"13","CHCC_HBV","T125","2","2","4","5","4","0","0","0","1","1.00e+00","1.14e-02","7.54e-12","2.54e-09","2.04e-08","5.69e-11","1.95e-03","5.78e-11","2.78e-16","3.64e-12","2.78e-11","1.80e-11","9.89e-01","1.00e+00","1.31e-12","6.60e-12","5.14e-10","2.19e-12","1.00e+00","1.00e+00","1.00e+00","9.96e-01","9.21e-01","1.00e+00","1.00e+00","1.00e+00","1.00e+00","3.80e-03","4.82e-01","7.58e-01","1.00e+00","1.00e+00","1.00e+00","8.05e-02","5.20e-01","9.79e-01","1.00e+00","1.00e+00","1.00e+00","4.53e-04","2.50e-01","2.34e-02"
"14","CHCC_HBV","T127","4","4","1","0","4","6","1","0","0","1.80e-01","1.00e+00","1.00e+00","6.99e-01","4.61e-01","7.30e-05","8.50e-01","1.00e+00","1.00e+00","1.00e+00","8.29e-01","9.61e-01","2.97e-05","1.54e-08","1.00e+00","3.95e-03","1.30e-05","5.88e-10","5.17e-10","1.76e-13","2.28e-05","6.68e-06","1.60e-08","8.62e-13","3.05e-01","3.87e-05","9.96e-01","1.00e+00","2.76e-01","1.45e-01","5.41e-01","1.72e-01","1.00e+00","1.00e+00","7.26e-01","2.41e-02","1.00e+00","3.94e-02","1.00e+00","1.00e+00","8.60e-01","9.78e-01"
"15","CHCC_HBV","T131","1","1","5","3","3","0","3","0","0","1.95e-02","1.05e-09","2.04e-15","6.19e-09","7.18e-13","9.96e-17","9.86e-01","9.76e-01","3.84e-06","8.34e-01","4.41e-08","1.26e-07","1.00e+00","2.44e-02","6.86e-10","5.79e-01","3.34e-16","1.03e-16","1.00e+00","1.00e+00","1.00e+00","1.00e+00","3.89e-01","4.38e-01","1.00e+00","1.69e-01","4.23e-01","3.64e-09","8.05e-11","2.76e-06","1.00e+00","1.00e+00","1.00e+00","6.15e-01","1.00e+00","9.59e-01","1.00e+00","1.00e+00","1.00e+00","5.64e-01","1.00e+00","4.49e-02"
"16","CHCC_HBV","T135","2","2","2","5","0","0","1","0","3","8.50e-01","8.07e-05","3.28e-03","2.98e-01","1.05e-04","9.77e-01","1.80e-01","2.07e-08","7.12e-14","2.76e-08","4.43e-11","4.48e-04","1.00e+00","1.00e+00","1.89e-02","1.00e+00","8.13e-01","1.00e+00","9.97e-01","1.00e+00","9.81e-01","9.99e-01","8.77e-01","1.00e+00","7.05e-01","1.00e+00","4.53e-05","1.03e-03","3.69e-03","9.96e-01","1.00e+00","1.00e+00","1.88e-01","1.26e-01","9.96e-01","1.00e+00","2.34e-02","1.00e+00","4.55e-05","3.59e-07","4.80e-03","1.64e-04"
"17","CHCC_HBV","T137","6","6,7","0","0","2","3","1","5","5","9.80e-01","1.00e+00","1.00e+00","1.00e+00","1.00e+00","1.00e+00","2.73e-02","9.99e-01","1.00e+00","9.89e-01","1.00e+00","1.00e+00","3.85e-09","6.15e-04","1.00e+00","9.96e-01","1.00e+00","1.00e+00","3.59e-14","1.53e-06","2.19e-05","6.87e-02","1.00e+00","1.00e+00","4.69e-08","1.12e-02","3.95e-03","9.32e-01","1.00e+00","1.00e+00","5.73e-13","1.06e-10","6.06e-17","7.96e-13","4.11e-14","1.28e-01","9.32e-17","2.11e-11","4.18e-19","6.69e-10","4.10e-07","8.82e-01"
"18","CHCC_HBV","T141","6","6,7","0","0","1","1","1","5","5","9.94e-01","1.00e+00","1.00e+00","1.00e+00","1.00e+00","1.00e+00","9.77e-03","9.99e-01","4.45e-01","9.15e-01","1.00e+00","1.00e+00","2.85e-10","1.07e-03","2.06e-03","3.55e-01","1.00e+00","1.00e+00","2.10e-07","5.56e-01","9.98e-01","7.19e-01","1.00e+00","1.00e+00","2.95e-05","8.74e-02","6.47e-01","2.84e-01","1.00e+00","1.00e+00","8.99e-13","9.16e-10","1.85e-11","3.49e-11","2.95e-13","1.23e-01","2.56e-12","3.12e-08","1.78e-06","1.17e-08","1.04e-04","8.86e-01"
"19","CHCC_HBV","T145","7","6,7","0","0","1","2","2","5","5","9.90e-01","1.00e+00","1.00e+00","1.00e+00","1.00e+00","1.00e+00","1.37e-02","7.27e-01","7.78e-01","4.54e-01","1.00e+00","1.00e+00","9.93e-06","2.77e-01","1.00e+00","1.00e+00","1.00e+00","1.00e+00","3.39e-12","2.24e-01","1.75e-04","7.41e-02","1.00e+00","1.00e+00","9.38e-07","5.51e-01","1.89e-04","9.27e-01","1.00e+00","1.00e+00","2.19e-12","6.81e-07","1.46e-15","1.29e-08","1.28e-11","9.76e-01","6.06e-17","1.80e-11","2.96e-19","1.02e-12","7.45e-09","2.69e-02"
"20","CHCC_HBV","T147","3","3","1","1","6","0","1","0","0","1.80e-01","1.00e+00","5.57e-03","1.07e-01","1.18e-01","1.12e-05","8.50e-01","1.00e+00","1.78e-04","7.89e-01","1.42e-01","8.41e-02","7.57e-09","2.47e-10","2.21e-16","4.53e-10","3.25e-12","2.53e-17","9.94e-01","1.00e+00","1.00e+00","1.00e+00","9.98e-01","9.75e-01","8.95e-01","2.15e-01","1.00e+00","3.11e-05","6.52e-02","6.74e-02","8.83e-01","8.60e-01","1.00e+00","1.65e-03","9.35e-01","3.35e-01","1.00e+00","9.17e-01","1.00e+00","2.51e-02","9.36e-01","6.82e-01"
"21","CHCC_HBV","T161","3","3","4","3","6","0","0","1","0","5.90e-01","1.00e+00","9.85e-05","7.21e-05","4.10e-06","6.68e-13","4.55e-01","1.00e+00","3.87e-08","1.98e-01","4.95e-05","3.12e-08","5.24e-11","1.56e-12","1.48e-18","1.09e-13","3.45e-16","2.96e-19","1.00e+00","1.00e+00","1.00e+00","9.77e-01","1.00e+00","6.91e-01","1.00e+00","8.06e-01","1.00e+00","2.35e-02","7.84e-01","8.49e-01","1.00e+00","1.00e+00","1.00e+00","5.08e-04","2.17e-01","2.21e-01","1.00e+00","1.00e+00","1.00e+00","3.11e-01","1.56e-01","7.91e-01"
"22","CHCC_HBV","T171","4","3,4","1","0","5","5","2","0","0","1.50e-01","1.00e+00","1.00e+00","4.20e-02","6.26e-02","1.93e-10","8.75e-01","1.00e+00","1.00e+00","1.00e+00","2.80e-01","3.24e-01","1.99e-05","4.79e-10","6.59e-01","5.46e-09","7.40e-17","4.18e-19","6.62e-09","9.60e-11","3.42e-01","4.45e-07","1.00e-11","9.46e-13","9.59e-01","7.34e-06","1.00e+00","1.00e+00","2.53e-02","2.14e-04","9.38e-01","7.22e-01","1.00e+00","1.00e+00","9.75e-01","1.52e-02","1.00e+00","6.79e-01","1.00e+00","1.00e+00","1.00e+00","9.87e-01"
"23","CHCC_HBV","T187","7","7","0","0","1","2","2","4","6","9.90e-01","1.00e+00","1.00e+00","1.00e+00","1.00e+00","1.00e+00","1.37e-02","1.70e-01","8.77e-01","5.40e-01","9.99e-01","1.00e+00","7.91e-06","8.32e-01","1.00e+00","1.00e+00","1.00e+00","1.00e+00","1.47e-12","1.24e-01","4.23e-06","4.76e-02","9.97e-01","1.00e+00","1.87e-06","4.66e-01","2.71e-04","9.53e-01","1.00e+00","1.00e+00","3.73e-10","8.03e-04","7.98e-16","3.56e-03","1.09e-08","9.99e-01","8.44e-17","3.19e-11","4.82e-19","4.93e-11","7.45e-09","6.45e-04"
"24","CHCC_HBV","T191","2","2,7","0","4","0","0","0","1","4","1.00e+00","9.85e-01","9.96e-01","9.96e-01","9.95e-01","1.00e+00","1.95e-03","1.54e-08","9.70e-12","2.31e-05","5.70e-07","2.74e-02","1.56e-02","1.00e+00","9.42e-01","9.32e-01","1.00e+00","1.00e+00","3.93e-03","1.00e+00","5.79e-02","7.36e-01","9.18e-01","1.00e+00","4.05e-03","1.00e+00","6.92e-02","2.66e-01","9.88e-01","1.00e+00","4.90e-03","1.00e+00","6.94e-06","8.42e-02","1.21e-02","9.99e-01","2.93e-10","9.73e-01","8.70e-09","2.93e-08","7.14e-05","1.40e-03"
"25","CHCC_HBV","T195","7","7","0","0","0","1","2","5","6","7.87e-01","9.97e-01","1.00e+00","1.00e+00","1.00e+00","1.00e+00","2.48e-01","3.94e-01","9.41e-03","2.23e-01","1.00e+00","1.00e+00","2.60e-03","6.10e-01","9.76e-01","1.00e+00","1.00e+00","1.00e+00","2.79e-07","9.91e-01","2.38e-02","6.92e-01","1.00e+00","1.00e+00","5.20e-08","7.81e-01","1.84e-05","3.11e-01","1.00e+00","1.00e+00","9.94e-11","7.60e-06","1.10e-15","2.72e-08","1.09e-08","1.00e+00","6.06e-17","1.80e-11","3.95e-19","3.32e-13","7.45e-09","3.36e-04"
"26","CHCC_HBV","T211","2","2","3","5","0","0","2","0","3","1.00e+00","2.14e-06","3.96e-08","1.98e-01","5.40e-08","5.17e-01","1.95e-03","2.84e-14","7.82e-16","3.64e-12","5.20e-12","2.88e-11","1.00e+00","1.00e+00","3.07e-01","1.00e+00","8.89e-02","1.00e+00","1.00e+00","1.00e+00","6.94e-01","9.82e-01","4.22e-01","1.00e+00","8.04e-01","1.00e+00","3.35e-05","1.83e-02","4.49e-05","9.86e-01","1.00e+00","1.00e+00","9.12e-01","5.83e-01","1.00e+00","1.00e+00","4.85e-01","1.00e+00","2.20e-05","3.07e-10","1.50e-02","7.63e-06"
"27","CHCC_HBV","T217","2","2","1","4","0","0","2","0","2","1.00e+00","2.66e-03","5.95e-03","9.56e-01","6.59e-05","9.33e-01","1.95e-03","1.63e-07","2.10e-12","2.67e-04","7.20e-09","2.92e-03","9.97e-01","1.00e+00","9.61e-01","1.00e+00","3.86e-02","9.97e-01","9.94e-01","1.00e+00","3.90e-02","1.00e+00","9.25e-01","9.99e-01","4.53e-02","1.00e+00","1.32e-06","4.79e-05","6.60e-03","5.33e-01","1.00e+00","1.00e+00","9.62e-01","7.71e-02","9.93e-01","1.00e+00","6.73e-02","9.97e-01","3.50e-03","9.20e-04","4.76e-01","3.36e-04"
"28","CHCC_HBV","T221","5","5","0","0","0","0","6","0","2","6.45e-02","1.12e-02","4.92e-03","1.00e+00","1.95e-03","9.48e-01","9.51e-01","6.56e-01","1.47e-03","1.00e+00","3.55e-03","9.45e-01","9.89e-01","3.48e-01","7.64e-02","1.00e+00","9.66e-01","9.99e-01","9.95e-01","9.99e-01","9.24e-01","1.00e+00","9.36e-01","1.00e+00","2.79e-08","4.00e-10","7.27e-14","9.33e-11","1.11e-12","3.73e-08","9.98e-01","9.97e-01","3.42e-02","6.53e-02","1.00e+00","9.99e-01","5.25e-02","5.62e-02","6.97e-04","2.40e-04","1.00e+00","1.17e-03"
"29","CHCC_HBV","T223","7","7","0","2","0","0","3","2","6","9.73e-01","4.59e-01","1.13e-01","9.99e-01","9.98e-01","1.00e+00","3.71e-02","4.52e-05","9.08e-11","1.11e-03","7.73e-02","1.00e+00","5.44e-01","1.00e+00","7.80e-01","1.00e+00","1.00e+00","1.00e+00","8.88e-01","1.00e+00","2.21e-01","9.99e-01","1.00e+00","1.00e+00","9.44e-04","9.99e-01","1.09e-07","8.27e-04","9.95e-01","1.00e+00","2.35e-03","9.24e-01","7.48e-14","9.19e-09","4.62e-03","1.00e+00","1.30e-16","6.18e-08","2.96e-19","2.79e-13","3.73e-08","3.81e-06"
"30","CHCC_HBV","T227","5","5","0","0","0","0","6","0","0","3.26e-01","6.16e-01","4.72e-01","1.00e+00","1.34e-03","1.26e-02","7.15e-01","8.41e-01","2.17e-01","1.00e+00","8.23e-02","4.69e-01","3.87e-01","1.62e-01","2.19e-01","1.00e+00","5.13e-02","2.18e-01","5.30e-01","7.85e-01","7.82e-01","1.00e+00","9.06e-01","1.06e-01","6.07e-08","7.40e-09","4.56e-11","1.92e-10","1.67e-12","2.24e-08","9.99e-01","9.19e-01","9.49e-01","9.61e-02","1.00e+00","6.95e-01","9.88e-01","5.34e-01","7.83e-01","8.95e-01","1.00e+00","3.20e-01"
"31","CHCC_HBV","T231","4","4","0","0","1","6","0","0","0","7.15e-01","7.77e-01","1.00e+00","2.98e-01","4.24e-01","7.34e-03","3.26e-01","7.53e-01","1.00e+00","6.82e-01","6.06e-02","6.62e-01","2.25e-01","2.51e-01","1.00e+00","4.91e-02","1.62e-03","5.22e-05","1.14e-14","2.47e-13","3.66e-16","7.58e-11","1.14e-13","6.10e-13","7.05e-01","3.23e-01","9.51e-01","1.00e+00","2.39e-01","5.70e-01","5.78e-01","9.40e-01","9.98e-01","1.00e+00","7.63e-01","2.75e-01","9.93e-01","3.41e-01","1.00e+00","1.00e+00","4.39e-01","7.39e-01"
"32","CHCC_HBV","T257","3","3","3","2","6","0","0","0","0","5.00e-01","1.00e+00","6.80e-04","4.55e-05","8.95e-03","4.05e-08","5.45e-01","1.00e+00","1.75e-05","1.96e-01","4.02e-04","2.79e-02","2.72e-06","8.97e-10","2.25e-17","1.05e-13","1.86e-16","7.61e-19","9.99e-01","1.00e+00","1.00e+00","9.51e-01","9.04e-01","2.25e-01","1.00e+00","8.08e-01","1.00e+00","5.00e-02","5.60e-01","4.58e-01","9.91e-01","1.00e+00","1.00e+00","9.82e-02","4.42e-01","3.51e-01","1.00e+00","9.73e-01","1.00e+00","7.77e-01","5.52e-01","6.65e-01"
"33","CHCC_HBV","T261","4","4","0","0","1","6","2","5","3","9.80e-01","1.00e+00","1.00e+00","1.00e+00","1.00e+00","1.00e+00","2.73e-02","9.76e-01","1.00e+00","1.00e+00","1.00e+00","1.00e+00","3.05e-08","2.51e-02","1.00e+00","9.99e-01","1.00e+00","1.00e+00","1.27e-15","2.78e-16","9.25e-19","7.58e-11","8.62e-10","4.37e-11","1.87e-06","2.67e-04","1.04e-03","1.00e+00","1.00e+00","9.88e-01","7.51e-13","3.27e-10","4.06e-16","1.00e+00","1.60e-09","4.20e-04","2.14e-13","5.81e-10","1.04e-13","1.00e+00","1.31e-02","1.00e+00"
"34","CHCC_HBV","T267","3","3","1","0","6","0","0","1","0","2.85e-01","1.00e+00","8.40e-01","8.83e-02","6.56e-01","8.08e-06","7.52e-01","1.00e+00","7.69e-01","9.57e-01","9.97e-01","9.30e-01","3.38e-11","1.22e-10","4.07e-13","4.73e-11","1.47e-14","4.42e-19","1.61e-01","2.33e-01","1.00e+00","1.56e-01","9.96e-01","1.01e-01","9.13e-01","4.41e-02","1.00e+00","8.45e-01","1.00e+00","9.39e-01","3.46e-01","3.26e-03","1.00e+00","3.85e-03","1.30e-06","5.20e-03","1.00e+00","7.06e-02","1.00e+00","9.00e-01","6.43e-02","9.96e-01"
"35","CHCC_HBV","T271","5","5","2","0","1","0","6","0","1","3.91e-03","9.91e-02","1.52e-07","1.00e+00","1.81e-06","3.75e-03","9.98e-01","9.76e-01","2.47e-02","1.00e+00","4.37e-03","8.80e-01","9.02e-01","2.46e-02","2.91e-06","1.00e+00","1.60e-02","3.47e-02","1.00e+00","9.76e-01","1.00e+00","1.00e+00","9.61e-01","9.99e-01","9.08e-09","3.64e-12","8.56e-12","5.24e-10","2.28e-13","4.10e-07","1.00e+00","9.96e-01","9.84e-01","4.00e-02","1.00e+00","9.87e-01","9.96e-01","1.21e-01","9.66e-01","6.34e-04","1.00e+00","1.52e-02"
"36","CHCC_HBV","T277","3","3","4","3","6","0","2","1","1","1.25e-01","1.00e+00","1.73e-14","2.86e-04","1.75e-10","1.52e-14","8.98e-01","1.00e+00","1.26e-10","8.90e-01","1.63e-05","8.36e-06","1.35e-04","4.29e-07","2.83e-18","4.57e-07","1.80e-16","5.14e-18","1.00e+00","1.00e+00","1.00e+00","1.00e+00","1.00e+00","1.00e+00","1.00e+00","1.13e-01","1.00e+00","1.03e-10","6.67e-08","1.31e-02","1.00e+00","1.00e+00","1.00e+00","1.08e-04","1.00e+00","9.83e-01","1.00e+00","1.00e+00","1.00e+00","8.30e-09","9.88e-01","1.92e-02"
"37","CHCC_HBV","T283","2","2","4","5","0","0","1","0","1","9.51e-01","3.91e-10","3.80e-11","1.58e-07","1.03e-07","1.88e-03","6.45e-02","1.42e-13","1.35e-15","3.64e-12","2.65e-11","2.29e-10","1.00e+00","1.00e+00","2.32e-03","3.84e-01","7.43e-01","4.60e-01","1.00e+00","1.00e+00","9.98e-01","9.97e-01","9.65e-01","1.00e+00","1.00e+00","1.00e+00","6.19e-01","3.21e-03","8.58e-04","9.88e-01","1.00e+00","1.00e+00","2.59e-01","3.64e-02","9.99e-01","9.99e-01","9.98e-01","1.00e+00","5.41e-01","9.56e-08","1.31e-02","1.68e-03"
"38","CHCC_HBV","T285","1","1,2","5","5","3","0","2","0","0","1.37e-02","2.25e-11","1.27e-15","5.08e-10","5.73e-13","2.21e-15","9.90e-01","1.50e-07","6.15e-16","2.91e-05","1.50e-11","2.73e-11","1.00e+00","1.00e+00","2.54e-10","5.45e-01","5.95e-13","1.11e-10","1.00e+00","1.00e+00","1.00e+00","1.00e+00","3.53e-01","9.31e-01","1.00e+00","1.00e+00","4.57e-01","8.01e-06","7.49e-10","6.43e-02","1.00e+00","1.00e+00","1.00e+00","6.51e-01","1.00e+00","9.97e-01","1.00e+00","1.00e+00","1.00e+00","7.00e-02","9.39e-01","3.29e-03"
"39","CHCC_HBV","T311","2","2,7","1","5","0","0","1","1","5","1.00e+00","4.48e-07","1.15e-03","1.55e-01","4.81e-03","1.00e+00","1.95e-03","2.84e-14","2.78e-16","3.64e-12","8.45e-12","1.14e-08","1.00e+00","1.00e+00","9.80e-01","1.00e+00","1.00e+00","1.00e+00","9.99e-01","1.00e+00","1.97e-02","9.89e-01","5.59e-01","1.00e+00","8.48e-01","1.00e+00","1.67e-06","1.15e-02","1.13e-01","1.00e+00","9.95e-01","1.00e+00","1.87e-09","4.45e-01","8.88e-01","1.00e+00","4.23e-08","1.00e+00","1.94e-18","1.21e-12","1.02e-06","1.91e-05"
