"","class_1_vs_2","class_1_vs_3","class_1_vs_4","class_1_vs_5","class_1_vs_6","class_1_vs_7","class_2_vs_1","class_2_vs_3","class_2_vs_4","class_2_vs_5","class_2_vs_6","class_2_vs_7","class_3_vs_1","class_3_vs_2","class_3_vs_4","class_3_vs_5","class_3_vs_6","class_3_vs_7","class_4_vs_1","class_4_vs_2","class_4_vs_3","class_4_vs_5","class_4_vs_6","class_4_vs_7","class_5_vs_1","class_5_vs_2","class_5_vs_3","class_5_vs_4","class_5_vs_6","class_5_vs_7","class_6_vs_1","class_6_vs_2","class_6_vs_3","class_6_vs_4","class_6_vs_5","class_6_vs_7","class_7_vs_1","class_7_vs_2","class_7_vs_3","class_7_vs_4","class_7_vs_5","class_7_vs_6"
"T123",0.544921875,0.999835539133255,0.139947922410196,2.18631048654382e-05,3.07183912542954e-05,5.0307757853116e-12,0.5,0.999657516737415,0.0218616595222455,0.511433662191848,1.72493489591769e-07,1.48426280404751e-07,0.00016905319199755,0.000358695697713074,5.48401589795267e-06,7.66087541869556e-12,1.24783873768519e-15,2.46340380612383e-17,0.861059874037424,0.97835835828541,0.999994600910855,0.174241828975901,1.22104429368084e-07,2.65273615110801e-11,0.999979003137976,0.494282595518598,0.999999999992618,0.827793001058282,0.00650462886845645,0.000459969043731689,0.999970083683113,0.999999833779669,0.999999999999999,0.999999885533325,0.993593103900928,0.0593528747558594,0.999999999995106,0.999999857553911,1,0.999999999974562,0.999586075544357,0.945808410644531
"T125",1,0.0113949077781594,7.53726303745477e-12,2.54264953709337e-09,2.03625425382234e-08,5.68794490485117e-11,0.001953125,5.78381786908722e-11,2.77799460490888e-16,3.63797880709171e-12,2.77551399215893e-11,1.79955116297382e-11,0.988817838488586,0.999999999950575,1.30910100640041e-12,6.60275570848033e-12,5.13740138214846e-10,2.19069693288531e-12,0.999999999992699,1,0.999999999998722,0.996291696226712,0.921292190110421,0.999556786787889,0.999999997596657,1,0.999999999993639,0.00379719679363255,0.482459961333877,0.757697217166424,0.99999998034512,0.999999999973519,0.999999999498838,0.0805149117726387,0.519730854318222,0.97910164533002,0.999999999944587,0.999999999982923,0.999999999997858,0.000452811105372154,0.249805510044098,0.0233947605772511
"T127",0.1796875,0.999971190360547,0.99999999949793,0.698547458855419,0.461433475456689,7.30487609114733e-05,0.849609375,0.999999986015041,0.999999999999829,0.99996371415451,0.829380712578565,0.96123956933288,2.97012794953543e-05,1.54405768171273e-08,0.999977522528035,0.00395471106058779,1.30380053892999e-05,5.87895240255126e-10,5.16550244475341e-10,1.76018131518975e-13,2.28073496909218e-05,6.68457750106259e-06,1.60006266014534e-08,8.62031773017506e-13,0.304726666309152,3.8652194003176e-05,0.996108014314117,0.999993553676871,0.275824602583941,0.145040638744831,0.541046155807093,0.172447384618908,0.999987188278101,0.999999985652494,0.725972727625239,0.024139404296875,0.999928108550691,0.0394152045134529,0.999999999423884,0.999999999999174,0.860379122197628,0.978416442871094
"T131",0.01953125,1.04640312689174e-09,2.04446069556977e-15,6.19101104864896e-09,7.17798189097747e-13,9.96109854979893e-17,0.986328125,0.976231945586449,3.83972974347189e-06,0.834391443259898,4.41112644832076e-08,1.2584450728265e-07,0.999999998998834,0.0244270702103506,6.8570361958165e-10,0.57899680519651,3.34336010341289e-16,1.02688400215537e-16,0.999999999999998,0.999996236895933,0.999999999328382,0.999999996523517,0.389398029221184,0.43808981195661,0.999999994140161,0.169242550992943,0.42311123828054,3.64482932797407e-09,8.04582618118113e-11,2.76416540145874e-06,0.999999999999314,0.999999957565824,1,0.615180802349073,0.99999999992233,0.959285736083984,1,0.999999879384801,1,0.564317293250929,0.999997712671757,0.0448837280273438
"T135",0.849609375,8.07058731440382e-05,0.0032810635245016,0.298194342728938,0.000104701797275014,0.976858739236627,0.1796875,2.06948413961073e-08,7.12420472682429e-14,2.75867932941765e-08,4.4294557275945e-11,0.000447727392150185,0.999921643478605,0.999999981217229,0.0189308369900151,0.999955680933687,0.81287771458766,0.999955106675325,0.996764496431487,0.999999999999931,0.98122288792843,0.999001526377555,0.876666129473392,0.999999652087787,0.70504772154802,0.999999975982064,4.53409625952328e-05,0.00102551879532512,0.00368568926212441,0.995555728673935,0.999897850305748,0.999999999957719,0.188188135420095,0.125822088980499,0.996375628572546,0.999874114990234,0.0233588992633953,0.999564535881618,4.55096634124339e-05,3.58785977356032e-07,0.00480439513921738,0.000164031982421875
"T137",0.98046875,0.999999996312063,0.999999999999965,0.999999955513726,0.999999999999453,1,0.02734375,0.999411108543256,0.999998497237408,0.989215764810069,0.999999999898506,0.99999999998002,3.84875954358282e-09,0.000615326025922514,0.999978363878531,0.996107958509448,1,1,3.59316303867348e-14,1.5340345550074e-06,2.1949603724269e-05,0.0686721123164941,0.999999999999432,0.999999999354972,4.692060697754e-08,0.0112271509970014,0.00395476755567794,0.932372860756335,0.999999999999961,0.999999679625034,5.72598079302999e-13,1.06230917164524e-10,6.05993312373632e-17,7.95807864051313e-13,4.11126678359859e-14,0.127954310259686,9.32374999228296e-17,2.10516442567703e-11,4.17785316946651e-19,6.69477570555052e-10,4.0978193283081e-07,0.881685103299032
"T141",0.994140625,0.999999999728108,0.999999795291435,0.999971621581083,0.999999999999141,0.99999999999751,0.009765625,0.998972882925358,0.445296985568795,0.914904685123474,0.99999999912341,0.999999970141016,2.84593133183028e-10,0.00107064569857585,0.00205775721723861,0.355050683750456,0.999999999981993,0.999998245894417,2.09643462834068e-07,0.55637510349493,0.997963857848628,0.719042755323202,0.999999999971237,0.999999988667901,2.95306049939434e-05,0.0874002129166911,0.646953029162321,0.283642363039408,0.999999999999716,0.999907828867435,8.9884365632581e-13,9.16336394694539e-10,1.84957968656750e-11,3.49018591805362e-11,2.95055972503602e-13,0.123104095458984,2.56291840252802e-12,3.11795393642842e-08,1.78143497871651e-06,1.17289048902e-08,0.000104442238807678,0.885623931884766
"T145",0.990234375,0.999990389438476,0.999999999996721,0.999999104946007,0.999999999997905,1,0.013671875,0.72714383914348,0.777550382244355,0.454356935591932,0.999999343052255,0.999999999982923,9.92511722602677e-06,0.276596445717644,0.999827234520965,0.999815251385172,0.999999999999999,1,3.38535025306621e-12,0.223712801516325,0.000174984970618627,0.074084692186149,0.999999988495802,0.999999999999019,9.37696974448693e-07,0.551319320406037,0.000188576157435343,0.927023115125768,0.99999999998762,1,2.18903025154607e-12,6.80510763961995e-07,1.46275242623039e-15,1.28535475596436e-08,1.28427346325286e-11,0.975860595703125,6.06034585968659e-17,1.79955116297382e-11,2.95925643443071e-19,1.02352364905689e-12,7.45058059692382e-09,0.0269279479980469
"T147",0.1796875,0.999999992743703,0.00557454787332252,0.106515717818896,0.118256980837125,1.12298142999442e-05,0.849609375,0.99999999978445,0.000178476583928869,0.789477638812969,0.141704175500869,0.0840803514659608,7.56664427035138e-09,2.47183606916224e-10,2.20944911553536e-16,4.52600759797139e-10,3.24530380341667e-12,2.53128274761483e-17,0.994498658586363,0.999824385390238,1,0.999969938824038,0.998422761607685,0.97526269497616,0.895247229070889,0.214713945730182,0.999999999562464,3.10895310460573e-05,0.0652218681136098,0.0674449354410171,0.882975197059173,0.859863273788964,0.999999999996845,0.00164584989784089,0.935488524437694,0.335038270692806,0.999988966493006,0.917108269924708,1,0.0250934061613301,0.93569977581501,0.682029332999997
"T161",0.58984375,0.999999999950072,9.84679608920316e-05,7.20738663404597e-05,4.09576605832941e-06,6.67681180574741e-13,0.455078125,0.999999999998778,3.87146815235071e-08,0.198232550075772,4.949292802631e-05,3.11795393642842e-08,5.24184266168923e-11,1.56319401867222e-12,1.48419979690177e-18,1.08879034749341e-13,3.45334873871932e-16,2.96001326664531e-19,0.999903288470588,0.999999962184134,1,0.976937908225219,0.999515687727467,0.691196337592252,0.99993060487922,0.80576810204002,0.999999999999895,0.0234994643026026,0.784224614987743,0.849404625594616,0.999996021964358,0.999951952737682,1,0.000508196659325223,0.217356121307131,0.221149444580078,0.999999999999351,0.999999970141016,1,0.310912579884873,0.15628520399332,0.79144287109375
"T171",0.150390625,0.999980702243161,0.999999993558276,0.0419997704599817,0.0626207435432701,1.93188193732645e-10,0.875,0.999999999579103,0.999999999906627,0.999993265508238,0.280309996308522,0.323907930720802,1.9907750306189e-05,4.79104755868321e-10,0.659315736359,5.45761498783939e-09,7.39609607340958e-17,4.17785316946651e-19,6.62166838860492e-09,9.59856066244691e-11,0.341909184975192,4.44721079205957e-07,1.00044417195022e-11,9.46259266534769e-13,0.958858472668386,7.3412993515376e-06,0.999999994712672,0.999999573427831,0.025258112946196,0.000213615596294403,0.938162225089042,0.722046537764812,1,0.999999999992042,0.975057798200205,0.0151824951171875,0.999999999811654,0.678869860841529,1,0.999999999999094,0.999809645116329,0.986576080322266
"T187",0.990234375,0.999992339810668,0.999999999998576,0.999998216859446,0.999999999641557,1,0.013671875,0.170356527346371,0.87690963494476,0.539957689034054,0.999216535942545,0.999999999969707,7.91364701445765e-06,0.83248585235151,0.999995834041184,0.999733895738128,0.999999999999999,1,1.47111303145348e-12,0.123954399356341,4.23128344602274e-06,0.0476088808993909,0.996574879089962,0.999999999952656,1.86572314274293e-06,0.46573567716041,0.000271483500684845,0.953173873277801,0.999999989450248,1,3.7286276413975e-10,0.000802537583869351,7.98242714614346e-16,0.00356098222925994,1.0882759282078e-08,0.999477386474609,8.44380909665109e-17,3.1902307300964e-11,4.82072348758544e-19,4.92550641555191e-11,7.45058059692382e-09,0.000644683837890625
"T191",1,0.984691508358517,0.996125197504474,0.996062443921972,0.995190524091451,0.999999999714232,0.001953125,1.54405768171273e-08,9.70101396514867e-12,2.31071571761277e-05,5.7030608928129e-07,0.0274220350829317,0.015587464146736,0.999999986015041,0.942443509551051,0.931505075879087,0.999993185269253,0.999999991456722,0.00392739632144904,0.999999999990576,0.0579423911614032,0.736363421894903,0.917647496057157,0.999999971648049,0.00404842368632574,0.999978633455612,0.0692237862163628,0.266308223710359,0.988074241189061,0.99993734061718,0.00489743613002809,0.999999449571688,6.93878968414793e-06,0.0842208179676618,0.0120976121905694,0.998832702636719,2.93041397963897e-10,0.973063223254649,8.70330698307099e-09,2.93172028747573e-08,7.13914632797241e-05,0.00140380859375
"T195",0.787109375,0.997455003115895,0.999999727903778,0.999999950572436,0.999999999904529,1,0.248046875,0.394244452163889,0.00941248844465134,0.223237604368478,0.999992640201677,0.999999999982923,0.00260222123386406,0.610052953435854,0.976402824527919,0.999982019757778,0.999999999999999,1,2.78588923595578e-07,0.990693970994838,0.0237836572888466,0.691655405203422,0.999999975469223,0.999999999999682,5.20428659517134e-08,0.781047520540596,1.84064799222396e-05,0.311146598752001,0.999999989405958,1,9.94364729825271e-11,7.59785694525121e-06,1.09869356592676e-15,2.72381157628843e-08,1.09353576934189e-08,0.999732971191406,6.06034585968659e-17,1.79955116297382e-11,3.94502787582927e-19,3.31895974124737e-13,7.45058059692382e-09,0.000335693359375
"T211",1,2.14333046565139e-06,3.96496589157577e-08,0.198134509532078,5.39849798144066e-08,0.516574477104309,0.001953125,2.8421709430404e-14,7.82495487979926e-16,3.63797880709171e-12,5.20412336394713e-12,2.87634564547074e-11,0.999997929322132,1,0.307107688895323,0.99996723277345,0.088882761064056,0.99997831247266,0.999999961336251,0.999999999999999,0.694064184554146,0.982026876024972,0.42183851344862,0.999999999704558,0.804464558342683,1,3.35198551580868e-05,0.0183273350587366,4.49180868237824e-05,0.985990986227989,0.999999947835843,0.999999999995043,0.911752324862714,0.58283321033548,0.999956074686249,0.999996185302734,0.485003261628415,0.999999999972691,2.19883230016361e-05,3.07119523622033e-10,0.0149524956941605,7.62939453125e-06
"T217",1,0.00266060563837925,0.00595359936951198,0.955555186718783,6.59305155142565e-05,0.933199371184869,0.001953125,1.62926767188765e-07,2.09621713685354e-12,0.00026678459107643,7.20391406505175e-09,0.00292318311295828,0.997397778766136,0.999999850162084,0.96129353546037,0.999998718525609,0.0385969520881308,0.996529996752894,0.994124012502388,0.999999999997966,0.0389873626070156,0.999953668645559,0.924631403502215,0.999098840390774,0.0453314941258785,0.999749439393781,1.31573246214263e-06,4.78788505954807e-05,0.00660367801572607,0.532957032322884,0.999935720585651,0.99999999308503,0.961733191375565,0.0770992171319387,0.993495371131544,0.999732971191406,0.0673147330460774,0.997145282552354,0.00350348741140894,0.000919627768512124,0.476446583867073,0.000335693359375
"T221",0.064453125,0.0111817287815491,0.00492478279094375,0.999999973553055,0.00195112496506531,0.947889262462241,0.951171875,0.656352711175089,0.00147330411159824,0.999999999679858,0.00354847610801877,0.944635348894722,0.989027549874517,0.347774287415888,0.0764184136772956,0.99999999999993,0.966118045583892,0.999310554821632,0.995139607620989,0.998546885666673,0.924066840858289,0.999999999911457,0.936224558923641,0.999765341229142,2.78748257670833e-08,4.00177668780088e-10,7.26994730500517e-14,9.32548375887305e-11,1.11277315133668e-12,3.72529029846191e-08,0.998087252946967,0.996525426385274,0.0341808100318357,0.0653193079613175,0.999999999998929,0.999034881591797,0.0525339544419193,0.0562357900804657,0.000697240616933933,0.000239974309022569,0.999999977648258,0.00116729736328125
"T223",0.97265625,0.458524924813554,0.112907722096872,0.999085493040923,0.997693326211522,1,0.037109375,4.51740754954245e-05,9.08302116643832e-11,0.00110660961171843,0.0773321611442037,0.999999940747178,0.544324007482303,0.999957258925207,0.779682099001363,0.999999893670675,0.999999999999927,1,0.887975459771525,0.999999999911645,0.221308406581968,0.999195437525103,0.999999991799996,0.999999999999733,0.000944009829778258,0.998945802177151,1.09447860907183e-07,0.000826744735537265,0.995454264832732,0.999999977648258,0.002352149039609,0.923678638517311,7.48461641697327e-14,9.18885234568735e-09,0.00461928120926072,1,1.29646106853905e-16,6.18157944250146e-08,2.96001326664531e-19,2.78510364791528e-13,3.72529029846191e-08,3.814697265625e-06
"T227",0.326171875,0.615809700754255,0.471948756117607,0.999999942318825,0.00133930778140192,0.0126040734704247,0.71484375,0.84083210683238,0.216610592082615,0.999999993673555,0.0822839394812206,0.469143331290216,0.386937090142082,0.161919800475886,0.219329782404241,0.999999999955999,0.0512727675724331,0.218159194121316,0.52985772127353,0.784650898617409,0.781655626182101,0.999999999817985,0.905969045728511,0.106287688977914,6.07176566189289e-08,7.40328687243164e-09,4.56016702722001e-11,1.91795888412005e-10,1.66533097222159e-12,2.23517417907715e-08,0.998688532168464,0.918801389423294,0.949142344932874,0.0960881646982443,0.999999999998397,0.695270538330078,0.987524350756963,0.533935221381601,0.782781628032732,0.894828964728787,0.999999985098839,0.319847106933594
"T231",0.71484375,0.77678320975847,0.999999999999989,0.298193334317661,0.424449598019934,0.00734258644183367,0.326171875,0.752616597508649,0.99999999999976,0.682023250530619,0.0606365611988323,0.662058169077436,0.225367136828302,0.250944457480102,1,0.0490751936968794,0.00161641866812227,5.22235873918601e-05,1.135819421096e-14,2.47229632380556e-13,3.66020576790829e-16,7.57595802704822e-11,1.13686837721616e-13,6.10438961026953e-13,0.705048742680467,0.323118610202073,0.951469772910806,0.999999999928086,0.238506443765087,0.57034358382225,0.5779961658652,0.940200983840654,0.998404136736956,1,0.763159400129473,0.275436401367188,0.992737473846039,0.340776647138688,0.999948468312965,0.999999999999415,0.438958898186684,0.738693237304688
"T257",0.5,0.999997366910802,0.000679867094281519,4.54823710044182e-05,0.00895473461398327,4.04877370591963e-08,0.544921875,0.999999999206636,1.7511407825171e-05,0.196096943791499,0.000402175831218512,0.027915020393108,2.72452842271866e-06,8.97131258170704e-10,2.25406317738261e-17,1.04583486100513e-13,1.85993972445928e-16,7.6098589368408e-19,0.999330773706496,0.99998281424848,1,0.950794849118244,0.903911835301756,0.22523591223174,0.999956252004488,0.807890229601944,0.9999999999999,0.0500195022427929,0.559950061927521,0.457657173275948,0.991195317183003,0.999607888444668,1,0.098177565451465,0.442175675274002,0.350940704345703,0.999999960390699,0.972577510680209,1,0.776593515192665,0.551705822348595,0.664737701416016
"T261",0.98046875,0.999999970695787,0.999999999999999,0.999998216859446,0.999999999999282,0.999999999999793,0.02734375,0.975572929789649,1,0.999749439393781,0.99999999968705,0.999999999446718,3.05054449282035e-08,0.0251010271568362,1,0.998979254478451,1,0.999999999999898,1.27465802468893e-15,2.77799460490888e-16,9.25091627268527e-19,7.57595802704822e-11,8.62200977280737e-10,4.37356546435817e-11,1.86572314274293e-06,0.00026678459107643,0.00103976910157961,0.999999999928086,0.999999998447605,0.987730167806149,7.50789128914027e-13,3.2716163093308e-10,4.06012111508887e-16,0.999999999249439,1.60411625657124e-09,0.00041961669921875,2.13581725518732e-13,5.80694103786416e-10,1.0436915967945e-13,0.999999999957966,0.0131154730916023,0.999664306640625
"T267",0.28515625,0.999999999967858,0.839959315138067,0.0882742202335096,0.656492648361455,8.08415508516474e-06,0.751953125,0.999999999894129,0.768578706322308,0.95726892373487,0.996807324214524,0.930401570299259,3.37609013104583e-11,1.22497567645041e-10,4.07106867784894e-13,4.72625205495175e-11,1.46737464746327e-14,4.42424049386435e-19,0.161148031653985,0.232735383943838,0.999999999999603,0.15647642873767,0.996298456402428,0.100888018953272,0.913260897313138,0.0441205033502711,0.999999999954395,0.845421060786335,0.999998736362356,0.938733160495758,0.345808003815023,0.00326117157493016,0.999999999999986,0.00384693995704311,1.29813936600001e-06,0.0052032470703125,0.999992059367717,0.0706393225904886,1,0.900164043247479,0.0643002241849899,0.995517730712891
"T271",0.00390625,0.0990593606196757,1.51735895987856e-07,0.999999991405179,1.81173225693172e-06,0.00375245225896469,0.998046875,0.976041153650753,0.0246524850292686,1,0.00437445209813455,0.880369693209552,0.90224979743475,0.0246246277037477,2.91230523380262e-06,0.99999999999175,0.0159912891691719,0.0346873188420132,0.999999851875805,0.975590975126493,0.999997134059594,0.999999999501423,0.961051153706261,0.99937957912193,9.07512660476978e-09,3.63797880709171e-12,8.56105117056298e-12,5.24009768279958e-10,2.2807013385938e-13,4.0978193283081e-07,0.999998242159942,0.995716870970677,0.984169001257841,0.0400149232958084,0.999999999999781,0.986576080322266,0.996291594901925,0.12118277043047,0.965567954498345,0.000633809667926285,0.999999679625034,0.0151824951171875
"T277",0.125,0.9998682915978,1.73105188337038e-14,0.000285794872116546,1.75091875010217e-10,1.51860175871333e-14,0.8984375,0.999999603202866,1.26365464876509e-10,0.889783583417739,1.63294930592279e-05,8.35889117712148e-06,0.000135439019558088,4.29084280995085e-07,2.83003753506372e-18,4.56969474377813e-07,1.80005598346935e-16,5.1447576039994e-18,0.999999999999983,0.999999999877052,1,0.999999999901788,0.999897778537843,0.999999991983062,0.999723956772739,0.112987466382037,0.999999555668512,1.03425428440885e-10,6.67031324537224e-08,0.0131154730916023,0.999999999831801,0.999984163905424,1,0.000108057569946141,0.999999935228452,0.982883453369141,0.999999999999985,0.999991928611493,1,8.30054637567773e-09,0.987730167806149,0.0192451477050781
"T283",0.951171875,3.91204190347082e-10,3.80053218732676e-11,1.58351357931392e-07,1.02864039318324e-07,0.001882608436353,0.064453125,1.4210854715202e-13,1.35050473063031e-15,3.63797880709171e-12,2.64805949481424e-11,2.29392704980913e-10,0.999999999626123,0.999999999999915,0.00232174537611485,0.383501265824191,0.742501131921581,0.459894448427625,0.999999999963126,0.999999999999999,0.997702370429175,0.996863427272595,0.964608908731066,0.99999990741527,0.999999849324123,1,0.618553978671491,0.0032130653079152,0.000858183583044803,0.987730167806149,0.999999900533892,0.999999999974737,0.258777912158451,0.0363663779603485,0.999157445510424,0.99859619140625,0.998141008106108,0.999999999781679,0.541374239556264,9.56172969367641e-08,0.0131154730916023,0.00168228149414063
"T285",0.013671875,2.24998239721195e-11,1.27476239921308e-15,5.08198914492957e-10,5.72526107704231e-13,2.20659094823312e-15,0.990234375,1.49837916296747e-07,6.15355099627009e-16,2.91362484858837e-05,1.50074983885247e-11,2.73094099213461e-11,0.999999999978563,0.999999862267487,2.54485587656844e-10,0.545037029170558,5.95427877590747e-13,1.107285254169e-10,0.999999999999999,0.999999999999999,0.999999999750948,0.999992275709084,0.353238658002852,0.930798013182262,0.999999999520796,0.999973016794684,0.457099097873783,8.00735487402902e-06,7.49469237532789e-10,0.0643002241849899,0.999999999999453,0.999999999985691,0.999999999999421,0.651198751500715,0.999999999275168,0.997200012207031,0.999999999999998,0.999999999974073,0.999999999891548,0.0700188880306804,0.938733160495758,0.00328826904296875
"T311",1,4.48423921313047e-07,0.00114866074597184,0.154571682843477,0.00480938770854219,0.999999958614975,0.001953125,2.8421709430404e-14,2.77799460490888e-16,3.63797880709171e-12,8.44649211813849e-12,1.13550990452734e-08,0.999999567723834,1,0.980443514230741,0.99999837679335,0.999999998174309,1,0.998868890326366,1,0.0197156138551118,0.988704299960308,0.5593729570395,0.999999999998836,0.847647194012276,1,1.66618113212835e-06,0.0115333077577294,0.112731677658446,0.999999180436134,0.995277160082054,0.999999999991951,1.86999654934956e-09,0.445346392772763,0.888295894197261,0.999988555908203,4.23015556336106e-08,0.999999989140392,1.93511431843841e-18,1.21458688948012e-12,1.02072954177856e-06,1.9073486328125e-05
"T313",0.125,0.999999970695787,1.30360987672961e-11,8.24561533769325e-08,6.7059057076499e-10,9.82575739722738e-16,0.8984375,0.999999981217229,7.97418862947056e-13,3.62772554793862e-05,1.93915783002006e-09,8.13284581008349e-10,3.05054449282035e-08,2.06948413961073e-08,9.25091627268527e-19,5.04241516654047e-14,6.06034585968659e-17,3.04627457656898e-19,0.999999999987361,0.999999999999227,1,0.999948878580951,0.998886308475676,0.978814452125038,0.9999999216274,0.999965951137922,0.999999999999952,5.28193891165138e-05,0.112731256906018,0.074076235294342,0.999999999354975,0.999999998141426,1,0.00116404609013898,0.88829631406286,0.415863037109375,0.999999999999999,0.99999999922479,1,0.0214913604348681,0.929297067224979,0.60064697265625
"T327",0.935546875,0.999999999614095,0.999999999999242,0.999999994454093,0.999999999999453,0.999999999999996,0.08203125,0.998394199467825,0.999999640578485,0.995634671813605,0.999999999992692,0.999999999976635,4.04229783304059e-10,0.00166745128442742,0.999999709249377,0.990024973650271,1,1,7.83279670319386e-13,3.67468485970369e-07,2.95824155491059e-07,0.291770645782152,0.999999999137799,0.999999794905609,5.85983889015245e-09,0.00456952040985925,0.0101191958691453,0.710950820060239,0.999999999999918,0.999997235834599,5.72670059253345e-13,7.66969480751734e-12,6.06034585968659e-17,9.88734427664896e-10,8.54813697869919e-14,0.00401347647262945,4.0057415144313e-15,2.46137794060431e-11,2.97905818992596e-17,2.11628861155584e-07,3.33040952682495e-06,0.996514977694485
"T331",0.001953125,5.69585462622445e-12,1.32199579983014e-15,4.01480192012949e-10,5.72670059253345e-13,6.26515343093133e-17,1,8.21977721443547e-08,7.06020604260969e-16,1.19916809597291e-05,6.02096397704951e-12,2.10516442567703e-11,0.999999999994581,0.999999924717542,5.51492578169545e-13,0.404431744459736,6.67681180574741e-13,9.32845650985118e-15,0.999999999999999,0.999999999999999,0.999999999999462,0.999999989366892,0.284939441722599,0.999943860581523,0.999999999621556,0.999988786424987,0.597696801817132,1.11315751934708e-08,7.8560970167469e-13,0.00177519768476486,0.999999999999453,0.999999999994264,0.999999999999351,0.719116912966456,0.999999999999244,0.984817504882812,1,0.99999999998002,0.999999999999991,5.752977411071e-05,0.998376406729221,0.0171165466308594
"T341",0.009765625,0.999999999922237,0.971286631344585,0.990323999074347,0.99454405918096,0.494473744475083,0.994140625,0.999999999877502,0.986051307806105,0.999998453193257,0.999158026996014,0.999895795239908,8.15067294282968e-11,1.41483269544551e-10,1.03719081142131e-07,0.000331136254310991,0.0431033942632192,3.78256860229566e-06,0.0290125336103251,0.0140999579402862,0.99999989812518,0.999993553676871,0.999620597114927,0.995101382581143,0.00992141669899971,1.70494240592234e-06,0.999675336258004,6.68457750106259e-06,0.0938888845831722,0.0114701017737389,0.00555433778455454,0.000862352168516468,0.957257732519174,0.000398571613459354,0.9070105952463,0.724563598632812,0.507105037276781,0.000107436610147134,0.999996273647722,0.00498416630109391,0.989285580813885,0.289920806884766
"T343",0.6328125,1.9782418977222e-07,8.18965947943606e-14,8.13923919735415e-09,3.11183043588826e-12,2.49524214025329e-16,0.41015625,3.73978843981604e-06,2.48231592718629e-15,2.5465851649642e-11,5.69585462622445e-12,1.70330350294588e-10,0.999999809508711,0.999996502561714,1.64158927657764e-15,8.93497527587066e-08,7.23144651676062e-15,2.86564580841481e-18,0.999999999999921,0.999999999999998,0.999999999999998,0.999999202325537,0.97325216796537,0.999953896032984,0.999999992292853,0.99999999998181,0.999999913213206,8.2992411433627e-07,3.69421413242625e-06,0.495286747813225,0.999999999997022,0.999999999994581,0.999999999999993,0.0275259340330649,0.999996397950881,0.999790191650391,1,0.999999999837948,1,4.72586369760172e-05,0.514137148857117,0.00026702880859375
"T351",0.001953125,5.69585462622445e-12,4.73505144252407e-14,2.65054873335302e-10,9.40092511253754e-13,7.39609607340958e-17,1,0.000326937931419025,7.17749794296166e-11,7.3412993515376e-06,4.28183436600738e-12,2.10481370093347e-11,0.999999999994581,0.999687964759829,9.82809109869181e-08,0.000112630521669606,1.25458981635082e-16,7.17421410196304e-18,0.999999999999954,0.999999999930191,0.99999990346978,0.729659475078183,1.91607796296012e-09,0.000286722403529258,0.999999999750304,0.999993265508238,0.999889778325464,0.272975610739626,3.11405593615536e-10,0.00349924713373184,0.999999999999101,0.999999999995922,1,0.999999998316525,0.999999999699053,0.984817504882812,1,0.999999999980023,1,0.999719553054945,0.99677462130785,0.0171165466308594
"T353",0.951171875,0.999999999968476,0.999999999999996,0.999999917543847,0.999999999998925,1,0.064453125,0.999999012842977,0.999999999999297,0.999923656402048,0.999999999995718,0.99999999998002,3.30735189219826e-11,1.06230012875131e-06,0.999999999355711,0.948125636714525,1,1,3.7723716071482e-15,7.25683061655909e-13,6.5781532322961e-10,1.10403049355608e-05,0.999964468073367,0.914933154145031,8.67450871342503e-08,8.11113518343391e-05,0.0524490094492423,0.999989344177112,0.999999999999927,0.999999858438969,1.12447534143623e-12,4.49614907023752e-12,2.84220588677046e-16,3.73776305003829e-05,7.57049054532188e-14,0.000164031982421875,2.113502308155e-16,2.10516442567703e-11,5.69399402125974e-17,0.0860222234316922,1.86264514923096e-07,0.999874114990234
"T355",0.150390625,0.999999999986822,1.41250853552107e-06,0.000183978249125079,2.35378958297946e-05,4.2087309967613e-11,0.875,0.999999999992809,3.24732917326734e-06,0.900391125651367,0.00653865443553891,0.00265791136170042,1.38381157524382e-11,8.72546479513404e-12,1.31910752651899e-18,2.72640786430111e-13,6.26472714885263e-17,3.4173814081645e-19,0.999998618460042,0.999996816839282,1,0.999767264406022,0.999999975469223,0.999821121260152,0.999822673104138,0.102189797991741,0.999999999999738,0.000239769499363436,0.628779061338272,0.694533318281174,0.999977085224083,0.99359196489203,1,2.72381157628843e-08,0.373258957884776,0.963157653808594,0.999999999959005,0.997404914901189,1,0.000183004812857916,0.313832178711891,0.0407142639160156
"T357",0.28515625,0.999999999992699,4.73572482102804e-06,4.37636505571436e-05,0.000393151166960075,2.50261168450745e-13,0.751953125,0.999999999999858,0.0271284038596887,0.917164814705757,0.32052265009848,0.00123391587356539,7.67106631216341e-12,1.98951966012828e-13,1.17217253344261e-18,3.94636273222417e-14,6.05993312373632e-17,3.13533852921486e-19,0.999995362957541,0.973139945823634,1,0.967932014752573,0.999999729629167,0.347817269262893,0.999957908637399,0.0850953148765257,0.999999999999962,0.032643465952991,0.952664540043382,0.1652648317888,0.999615639945476,0.681982188522353,1,2.95155928142777e-07,0.0478806654261504,0.00225365227995642,0.999999999999757,0.998797323209272,1,0.654650866653872,0.840635565304779,0.998059185323535
