"","datasetID","No.1","No.2","No.3","No.4","No.5","No.6","No.7","No.Total","Percent.1","Percent.2","Percent.3","Percent.4","Percent.5","Percent.6","Percent.7"
"1","TCGA_LIHC","39","36","65","59","22","75","74","370","10.5405405405405","9.72972972972973","17.5675675675676","15.9459459459459","5.94594594594595","20.2702702702703","20"
