"","datasetID","No.1","No.2","No.3","No.4","No.5","No.6","No.7","No.Total","Percent.1","Percent.2","Percent.3","Percent.4","Percent.5","Percent.6","Percent.7"
"1","CHCC_HBV","22","24","37","17","14","22","23","159","13.8364779874214","15.0943396226415","23.2704402515723","10.6918238993711","8.80503144654088","13.8364779874214","14.4654088050314"
