"","datasetID","sampleID","predict.cluster","predict.cluster_withmultiple","NO.vote.1","NO.vote.2","NO.vote.3","NO.vote.4","NO.vote.5","NO.vote.6","NO.vote.7","class_1_vs_2.Pwilcox_greater","class_1_vs_3.Pwilcox_greater","class_1_vs_4.Pwilcox_greater","class_1_vs_5.Pwilcox_greater","class_1_vs_6.Pwilcox_greater","class_1_vs_7.Pwilcox_greater","class_2_vs_1.Pwilcox_greater","class_2_vs_3.Pwilcox_greater","class_2_vs_4.Pwilcox_greater","class_2_vs_5.Pwilcox_greater","class_2_vs_6.Pwilcox_greater","class_2_vs_7.Pwilcox_greater","class_3_vs_1.Pwilcox_greater","class_3_vs_2.Pwilcox_greater","class_3_vs_4.Pwilcox_greater","class_3_vs_5.Pwilcox_greater","class_3_vs_6.Pwilcox_greater","class_3_vs_7.Pwilcox_greater","class_4_vs_1.Pwilcox_greater","class_4_vs_2.Pwilcox_greater","class_4_vs_3.Pwilcox_greater","class_4_vs_5.Pwilcox_greater","class_4_vs_6.Pwilcox_greater","class_4_vs_7.Pwilcox_greater","class_5_vs_1.Pwilcox_greater","class_5_vs_2.Pwilcox_greater","class_5_vs_3.Pwilcox_greater","class_5_vs_4.Pwilcox_greater","class_5_vs_6.Pwilcox_greater","class_5_vs_7.Pwilcox_greater","class_6_vs_1.Pwilcox_greater","class_6_vs_2.Pwilcox_greater","class_6_vs_3.Pwilcox_greater","class_6_vs_4.Pwilcox_greater","class_6_vs_5.Pwilcox_greater","class_6_vs_7.Pwilcox_greater","class_7_vs_1.Pwilcox_greater","class_7_vs_2.Pwilcox_greater","class_7_vs_3.Pwilcox_greater","class_7_vs_4.Pwilcox_greater","class_7_vs_5.Pwilcox_greater","class_7_vs_6.Pwilcox_greater"
"184","TCGA_LIHC","TCGA.YA.A8S7.01A","2","2","2","5","0","0","0","0","2","9.98e-01","2.10e-04","1.87e-02","9.20e-03","3.59e-06","1.93e-02","3.91e-03","5.40e-13","1.03e-11","1.20e-10","8.59e-10","4.20e-09","1.00e+00","1.00e+00","8.71e-01","5.26e-01","9.05e-01","9.90e-01","9.82e-01","1.00e+00","1.30e-01","2.45e-01","7.94e-01","1.00e+00","9.91e-01","1.00e+00","4.76e-01","7.58e-01","8.68e-01","1.00e+00","1.00e+00","1.00e+00","9.61e-02","2.09e-01","1.34e-01","9.95e-01","9.81e-01","1.00e+00","1.05e-02","5.25e-06","7.96e-06","6.02e-03"
"185","TCGA_LIHC","TCGA.2Y.A9H2.01A","2","2","0","3","0","0","0","0","2","9.80e-01","1.67e-01","6.33e-02","5.21e-01","5.67e-02","1.23e-01","2.73e-02","2.44e-02","1.75e-08","7.33e-04","3.86e-06","2.17e-02","8.35e-01","9.76e-01","1.15e-01","7.44e-01","4.16e-01","4.35e-01","9.37e-01","1.00e+00","8.86e-01","8.44e-01","9.93e-01","1.00e+00","4.83e-01","9.99e-01","2.58e-01","1.58e-01","2.35e-01","1.00e+00","9.44e-01","1.00e+00","5.85e-01","7.20e-03","7.66e-01","9.85e-01","8.78e-01","9.79e-01","5.66e-01","1.60e-04","9.40e-06","1.64e-02"
"186","TCGA_LIHC","TCGA.5C.A9VG.01A","5","1,2,5","2","2","0","0","2","0","1","2.73e-02","5.41e-05","1.13e-03","2.11e-01","1.66e-05","1.96e-03","9.80e-01","6.00e-02","5.23e-02","9.99e-01","5.74e-05","1.84e-04","1.00e+00","9.41e-01","5.76e-02","9.85e-01","9.63e-01","5.36e-01","9.99e-01","9.48e-01","9.43e-01","1.00e+00","5.21e-01","9.93e-01","7.91e-01","1.20e-03","1.50e-02","4.31e-06","2.70e-09","5.19e-03","1.00e+00","1.00e+00","3.73e-02","4.83e-01","1.00e+00","9.99e-01","9.98e-01","1.00e+00","4.66e-01","7.06e-03","9.95e-01","6.45e-04"
"187","TCGA_LIHC","TCGA.CC.A3M9.01A","2","2","4","5","0","0","1","0","2","9.98e-01","3.58e-08","8.25e-07","8.31e-04","8.79e-10","3.14e-03","3.91e-03","2.84e-14","1.70e-14","7.28e-12","1.90e-11","5.47e-11","1.00e+00","1.00e+00","8.52e-01","9.96e-01","4.33e-01","9.99e-01","1.00e+00","1.00e+00","1.49e-01","7.37e-01","5.79e-02","9.95e-01","9.99e-01","1.00e+00","4.53e-03","2.65e-01","5.08e-04","9.63e-01","1.00e+00","1.00e+00","5.68e-01","9.44e-01","1.00e+00","9.99e-01","9.97e-01","1.00e+00","8.80e-04","4.81e-03","3.86e-02","9.65e-04"
"188","TCGA_LIHC","TCGA.EP.A2KA.01A","2","2","2","3","2","0","0","0","2","9.63e-01","9.79e-03","1.06e-05","1.54e-02","1.18e-04","5.69e-03","4.88e-02","5.07e-03","9.87e-09","1.57e-01","6.69e-06","7.51e-04","9.90e-01","9.95e-01","9.00e-05","7.23e-01","1.11e-05","1.16e-01","1.00e+00","1.00e+00","1.00e+00","9.96e-01","9.86e-01","1.00e+00","9.85e-01","8.47e-01","2.79e-01","3.98e-03","1.50e-02","9.95e-01","1.00e+00","1.00e+00","1.00e+00","1.41e-02","9.85e-01","1.00e+00","9.94e-01","9.99e-01","8.84e-01","1.10e-04","5.60e-03","5.34e-05"
"189","TCGA_LIHC","TCGA.DD.AADW.01A","1","1","4","3","2","0","2","0","1","5.86e-03","1.94e-03","2.97e-09","3.89e-04","1.38e-08","6.37e-09","9.96e-01","7.90e-01","1.04e-08","7.50e-01","7.13e-06","7.51e-04","9.98e-01","2.13e-01","2.93e-13","1.20e-01","2.85e-03","5.94e-06","1.00e+00","1.00e+00","1.00e+00","1.00e+00","9.97e-01","1.00e+00","1.00e+00","2.55e-01","8.81e-01","4.47e-08","3.13e-06","1.80e-01","1.00e+00","1.00e+00","9.97e-01","3.29e-03","1.00e+00","9.98e-01","1.00e+00","9.99e-01","1.00e+00","2.05e-05","8.26e-01","2.00e-03"
"190","TCGA_LIHC","TCGA.DD.AAED.01A","5","3,5","0","0","3","0","3","0","0","4.88e-02","2.06e-01","1.36e-01","4.50e-01","7.32e-02","3.54e-03","9.63e-01","9.02e-01","2.20e-01","1.00e+00","2.57e-01","9.53e-01","7.96e-01","1.00e-01","8.82e-06","5.24e-01","3.04e-08","1.59e-05","8.65e-01","7.81e-01","1.00e+00","1.00e+00","8.14e-01","6.62e-01","5.54e-01","1.40e-04","4.78e-01","3.85e-06","9.00e-06","2.18e-02","9.28e-01","7.45e-01","1.00e+00","1.89e-01","1.00e+00","9.73e-01","9.97e-01","4.76e-02","1.00e+00","3.40e-01","9.80e-01","3.00e-02"
"191","TCGA_LIHC","TCGA.LG.A9QD.01A","6","6,7","0","0","2","3","3","5","5","9.94e-01","1.00e+00","1.00e+00","1.00e+00","1.00e+00","1.00e+00","9.77e-03","1.00e+00","1.00e+00","1.00e+00","1.00e+00","1.00e+00","2.62e-09","6.30e-07","1.00e+00","1.00e+00","1.00e+00","1.00e+00","6.31e-13","3.72e-11","5.93e-09","2.26e-02","1.00e+00","1.00e+00","2.03e-08","1.06e-04","1.74e-04","9.78e-01","1.00e+00","1.00e+00","3.55e-12","3.19e-11","2.42e-16","1.09e-07","1.95e-09","1.62e-01","3.32e-15","2.28e-11","1.30e-18","6.20e-06","7.96e-06","8.48e-01"
"192","TCGA_LIHC","TCGA.DD.AADV.01A","6","6","0","0","3","2","1","5","1","3.26e-01","1.00e+00","1.00e+00","9.62e-01","1.00e+00","8.56e-01","7.15e-01","1.00e+00","9.99e-01","1.00e+00","1.00e+00","1.00e+00","7.34e-10","4.02e-09","8.18e-06","1.08e-03","9.90e-01","3.37e-02","1.30e-04","5.80e-04","1.00e+00","8.00e-01","1.00e+00","9.93e-01","3.86e-02","6.21e-07","9.99e-01","2.02e-01","1.00e+00","6.16e-01","1.92e-06","1.49e-07","1.00e-02","1.03e-10","2.79e-06","4.20e-04","1.45e-01","9.28e-06","9.67e-01","6.77e-03","3.93e-01","1.00e+00"
"193","TCGA_LIHC","TCGA.G3.A3CH.01A","6","6,7","0","0","2","2","2","5","5","4.55e-01","1.00e+00","1.00e+00","1.00e+00","1.00e+00","1.00e+00","5.90e-01","1.00e+00","1.00e+00","1.00e+00","1.00e+00","1.00e+00","1.93e-09","1.38e-07","9.53e-02","3.84e-01","1.00e+00","1.00e+00","6.88e-07","3.76e-05","9.05e-01","6.97e-01","1.00e+00","1.00e+00","1.21e-05","3.21e-04","6.19e-01","3.06e-01","1.00e+00","1.00e+00","2.43e-08","5.54e-08","3.12e-06","1.92e-09","5.65e-06","3.20e-01","8.83e-08","5.52e-09","8.68e-06","4.97e-06","2.05e-05","6.95e-01"
"194","TCGA_LIHC","TCGA.G3.AAV1.01A","4","4","0","0","2","6","1","2","1","3.67e-01","1.00e+00","1.00e+00","9.18e-01","1.00e+00","6.29e-01","6.74e-01","1.00e+00","1.00e+00","1.00e+00","1.00e+00","1.00e+00","7.18e-06","9.84e-06","1.00e+00","1.06e-01","8.93e-01","9.20e-02","1.51e-13","7.24e-14","5.87e-11","1.17e-08","1.07e-06","6.06e-09","8.34e-02","3.39e-05","8.95e-01","1.00e+00","9.95e-01","6.34e-01","9.48e-05","1.30e-04","1.07e-01","1.00e+00","5.50e-03","4.94e-02","3.72e-01","2.85e-06","9.08e-01","1.00e+00","3.75e-01","9.55e-01"
"195","TCGA_LIHC","TCGA.ZS.A9CG.01A","4","4","0","0","2","6","2","5","3","6.33e-01","1.00e+00","1.00e+00","9.99e-01","1.00e+00","1.00e+00","4.10e-01","1.00e+00","1.00e+00","1.00e+00","1.00e+00","1.00e+00","8.77e-10","1.88e-08","1.00e+00","9.70e-01","1.00e+00","1.00e+00","1.27e-15","4.51e-16","1.31e-17","8.41e-11","2.31e-10","1.07e-12","5.62e-04","8.11e-05","3.00e-02","1.00e+00","1.00e+00","9.92e-01","1.83e-12","2.78e-11","3.99e-14","1.00e+00","1.50e-09","3.81e-06","7.57e-11","4.34e-10","3.98e-10","1.00e+00","8.10e-03","1.00e+00"
"196","TCGA_LIHC","TCGA.DD.AAW3.01A","4","4","0","0","2","6","2","4","2","1.80e-01","1.00e+00","1.00e+00","1.00e+00","1.00e+00","1.00e+00","8.50e-01","1.00e+00","1.00e+00","1.00e+00","1.00e+00","1.00e+00","1.12e-08","1.27e-08","1.00e+00","8.88e-01","1.00e+00","9.50e-01","8.77e-14","5.36e-15","5.54e-09","8.05e-04","8.90e-04","1.26e-08","1.24e-06","3.29e-09","1.13e-01","9.99e-01","9.90e-01","6.43e-02","1.81e-07","2.01e-08","1.74e-08","9.99e-01","9.69e-03","1.64e-04","3.60e-04","2.30e-08","5.05e-02","1.00e+00","9.39e-01","1.00e+00"
"197","TCGA_LIHC","TCGA.ED.A7PY.01A","5","5","0","0","3","0","6","0","1","5.86e-03","9.97e-01","4.94e-01","1.00e+00","5.06e-01","1.14e-01","9.96e-01","1.00e+00","9.30e-01","1.00e+00","7.56e-01","9.99e-01","2.66e-03","3.50e-06","1.12e-04","1.00e+00","5.38e-02","9.49e-04","5.08e-01","7.07e-02","1.00e+00","1.00e+00","9.91e-01","8.43e-01","1.68e-05","1.12e-09","1.68e-05","9.47e-10","4.10e-09","2.46e-07","4.96e-01","2.46e-01","9.47e-01","8.88e-03","1.00e+00","8.15e-01","8.87e-01","8.13e-04","9.99e-01","1.59e-01","1.00e+00","1.96e-01"
"198","TCGA_LIHC","TCGA.ZP.A9D2.01A","2","2,7","0","2","0","0","0","1","2","9.18e-01","4.17e-02","1.45e-02","2.39e-02","1.86e-01","4.93e-01","1.02e-01","2.86e-03","2.45e-07","1.08e-03","1.26e-05","4.28e-02","9.59e-01","9.97e-01","1.70e-03","3.08e-01","9.98e-01","8.86e-01","9.86e-01","1.00e+00","9.98e-01","9.75e-01","9.99e-01","1.00e+00","9.77e-01","9.99e-01","6.94e-01","2.58e-02","6.80e-01","1.00e+00","8.16e-01","1.00e+00","1.78e-03","5.86e-04","3.22e-01","9.98e-01","5.09e-01","9.58e-01","1.15e-01","8.59e-09","3.85e-04","2.00e-03"
"199","TCGA_LIHC","TCGA.G3.A25Y.01A","5","5","2","2","1","0","3","1","2","7.52e-01","1.80e-02","1.63e-04","5.61e-01","8.85e-04","5.66e-01","2.85e-01","3.19e-02","5.27e-10","7.09e-01","4.39e-06","1.32e-01","9.82e-01","9.69e-01","1.94e-06","9.99e-01","9.64e-01","9.93e-01","1.00e+00","1.00e+00","1.00e+00","1.00e+00","1.00e+00","1.00e+00","4.42e-01","2.96e-01","5.38e-04","1.62e-07","2.32e-05","9.89e-01","9.99e-01","1.00e+00","3.63e-02","1.49e-05","1.00e+00","1.00e+00","4.36e-01","8.69e-01","6.98e-03","4.61e-10","1.15e-02","3.81e-06"
"200","TCGA_LIHC","TCGA.G3.A3CI.01A","6","6","0","0","2","3","3","5","3","4.55e-01","1.00e+00","1.00e+00","1.00e+00","1.00e+00","1.00e+00","5.90e-01","1.00e+00","1.00e+00","1.00e+00","1.00e+00","1.00e+00","4.55e-08","7.65e-06","1.00e+00","1.00e+00","1.00e+00","1.00e+00","7.91e-12","4.30e-08","5.77e-05","8.60e-01","1.00e+00","9.95e-01","6.80e-08","1.22e-05","1.22e-04","1.42e-01","1.00e+00","9.95e-01","3.01e-11","1.06e-10","5.43e-16","8.66e-11","1.23e-08","2.48e-01","4.20e-14","8.43e-11","5.38e-15","4.90e-03","5.60e-03","7.66e-01"
"201","TCGA_LIHC","TCGA.K7.A5RG.01A","7","7","0","0","0","0","2","1","3","9.90e-01","9.82e-01","9.58e-01","1.00e+00","9.83e-01","1.00e+00","1.37e-02","2.80e-02","3.72e-02","8.84e-01","7.58e-01","9.75e-01","1.80e-02","9.73e-01","8.46e-01","1.00e+00","9.60e-01","1.00e+00","4.20e-02","9.63e-01","1.54e-01","9.93e-01","1.00e+00","1.00e+00","2.24e-04","1.19e-01","2.00e-05","7.36e-03","9.48e-01","9.91e-01","1.70e-02","2.44e-01","4.08e-02","2.72e-08","5.30e-02","9.09e-01","1.24e-05","2.51e-02","1.51e-08","5.71e-06","1.00e-02","9.82e-02"
"202","TCGA_LIHC","TCGA.EP.A3RK.01A","4","4","0","0","0","5","0","0","0","9.90e-01","9.02e-01","1.00e+00","9.86e-01","8.60e-01","9.47e-01","1.37e-02","3.43e-03","8.20e-01","2.74e-01","2.25e-02","4.19e-01","9.93e-02","9.97e-01","1.00e+00","9.95e-01","4.94e-01","9.99e-01","8.47e-06","1.81e-01","2.94e-09","7.30e-05","9.99e-06","1.40e-04","1.40e-02","7.31e-01","5.54e-03","1.00e+00","9.92e-01","9.92e-01","1.41e-01","9.78e-01","5.08e-01","1.00e+00","8.50e-03","6.01e-01","5.34e-02","5.84e-01","1.27e-03","1.00e+00","8.69e-03","4.16e-01"
"203","TCGA_LIHC","TCGA.CC.A7IJ.01A","2","2","3","5","0","0","0","0","2","9.96e-01","1.36e-06","1.06e-06","1.25e-03","6.77e-07","1.75e-02","5.86e-03","2.84e-13","1.49e-14","3.64e-12","3.43e-11","6.22e-11","1.00e+00","1.00e+00","5.09e-01","8.50e-01","7.24e-01","9.74e-01","1.00e+00","1.00e+00","4.92e-01","5.25e-01","1.43e-01","1.00e+00","9.99e-01","1.00e+00","1.52e-01","4.78e-01","2.15e-03","9.94e-01","1.00e+00","1.00e+00","2.77e-01","8.60e-01","9.98e-01","1.00e+00","9.83e-01","1.00e+00","2.66e-02","1.05e-04","6.51e-03","5.23e-04"
"204","TCGA_LIHC","TCGA.MI.A75H.01A","4","4","0","0","1","6","3","4","3","8.98e-01","1.00e+00","1.00e+00","1.00e+00","1.00e+00","1.00e+00","1.25e-01","9.98e-01","1.00e+00","1.00e+00","1.00e+00","1.00e+00","3.60e-07","1.80e-03","1.00e+00","9.99e-01","1.00e+00","1.00e+00","2.20e-15","4.21e-16","3.86e-17","2.01e-10","1.15e-08","1.16e-11","5.96e-05","5.29e-05","7.13e-04","1.00e+00","1.00e+00","9.55e-01","1.15e-09","7.84e-08","5.47e-10","1.00e+00","2.65e-06","1.17e-03","5.62e-08","4.77e-07","1.91e-08","1.00e+00","4.77e-02","9.99e-01"
"205","TCGA_LIHC","TCGA.G3.AAV5.01A","4","4","0","0","2","4","0","0","0","2.48e-01","9.98e-01","1.00e+00","9.11e-01","9.66e-01","5.97e-02","7.87e-01","9.95e-01","1.00e+00","9.99e-01","8.28e-01","9.89e-01","1.65e-03","4.73e-03","9.94e-01","5.07e-02","3.55e-04","3.70e-06","1.67e-08","3.80e-07","5.72e-03","2.10e-04","2.03e-03","7.92e-06","9.01e-02","1.34e-03","9.50e-01","1.00e+00","7.98e-01","7.10e-01","3.48e-02","1.74e-01","1.00e+00","9.98e-01","2.03e-01","2.61e-01","9.41e-01","1.14e-02","1.00e+00","1.00e+00","2.99e-01","7.52e-01"
"206","TCGA_LIHC","TCGA.ED.A7XP.01A","7","4,7","0","0","1","3","2","2","3","8.20e-01","9.99e-01","1.00e+00","1.00e+00","1.00e+00","1.00e+00","2.13e-01","9.77e-01","1.00e+00","1.00e+00","9.86e-01","1.00e+00","6.96e-04","2.38e-02","1.00e+00","9.97e-01","1.00e+00","1.00e+00","7.68e-12","1.55e-07","1.26e-05","5.25e-02","4.74e-01","6.36e-01","7.77e-05","1.22e-04","3.26e-03","9.48e-01","7.55e-01","8.76e-01","1.04e-05","1.41e-02","1.79e-10","5.31e-01","2.47e-01","5.67e-01","7.37e-07","1.07e-05","3.59e-08","3.67e-01","1.29e-01","4.49e-01"
"207","TCGA_LIHC","TCGA.DD.A1ED.01A","4","4","0","0","1","5","3","4","4","6.33e-01","1.00e+00","1.00e+00","1.00e+00","1.00e+00","1.00e+00","4.10e-01","9.91e-01","1.00e+00","1.00e+00","1.00e+00","1.00e+00","4.83e-06","9.51e-03","1.00e+00","1.00e+00","1.00e+00","1.00e+00","1.27e-15","5.98e-14","1.16e-15","2.55e-06","5.60e-03","3.68e-05","1.05e-06","3.02e-04","3.02e-06","1.00e+00","1.00e+00","1.00e+00","9.19e-12","5.09e-10","3.81e-16","9.95e-01","4.03e-08","2.34e-01","1.17e-15","1.90e-11","5.54e-17","1.00e+00","5.10e-04","7.79e-01"
"208","TCGA_LIHC","TCGA.ED.A5KG.01A","7","7","1","3","0","1","3","1","4","9.63e-01","2.30e-07","3.20e-03","9.89e-01","8.73e-03","1.00e+00","4.88e-02","4.21e-10","1.73e-09","4.57e-03","1.30e-08","2.47e-03","1.00e+00","1.00e+00","1.00e+00","1.00e+00","1.00e+00","1.00e+00","9.97e-01","1.00e+00","3.43e-04","1.00e+00","8.20e-01","1.00e+00","1.11e-02","9.96e-01","1.07e-12","4.15e-06","5.12e-09","6.43e-01","9.91e-01","1.00e+00","7.08e-07","1.83e-01","1.00e+00","1.00e+00","1.35e-06","9.98e-01","6.17e-17","8.90e-09","3.66e-01","3.81e-06"
"209","TCGA_LIHC","TCGA.ED.A459.01A","3","3","2","1","5","0","0","1","0","8.50e-01","1.00e+00","3.57e-01","6.01e-04","8.25e-01","8.21e-04","1.80e-01","9.89e-01","4.85e-04","1.48e-02","6.19e-02","8.65e-02","1.23e-04","1.11e-02","1.10e-05","1.12e-08","2.37e-07","3.79e-11","6.44e-01","1.00e+00","1.00e+00","6.22e-01","1.00e+00","9.77e-01","9.99e-01","9.86e-01","1.00e+00","3.81e-01","9.99e-01","9.99e-01","1.77e-01","9.39e-01","1.00e+00","9.34e-06","1.30e-03","5.94e-02","9.99e-01","9.15e-01","1.00e+00","2.32e-02","1.35e-03","9.46e-01"
"210","TCGA_LIHC","TCGA.2Y.A9GX.01A","7","6,7","0","0","0","2","2","5","5","9.73e-01","9.93e-01","1.00e+00","1.00e+00","1.00e+00","1.00e+00","3.71e-02","5.87e-02","9.65e-01","8.29e-01","1.00e+00","1.00e+00","7.01e-03","9.43e-01","1.00e+00","1.00e+00","1.00e+00","1.00e+00","3.49e-12","3.55e-02","2.28e-07","5.00e-01","1.00e+00","1.00e+00","5.33e-07","1.75e-01","4.10e-09","5.03e-01","1.00e+00","1.00e+00","4.37e-11","2.25e-05","2.26e-16","8.19e-08","2.00e-07","9.99e-01","1.74e-16","4.78e-10","3.32e-19","3.73e-11","2.24e-08","1.17e-03"
"211","TCGA_LIHC","TCGA.DD.A73E.01A","4","4","0","0","4","6","1","4","1","1.80e-01","1.00e+00","1.00e+00","9.43e-01","1.00e+00","2.06e-01","8.50e-01","1.00e+00","1.00e+00","1.00e+00","1.00e+00","1.00e+00","2.05e-07","2.26e-07","1.00e+00","1.04e-06","2.49e-02","2.34e-08","3.60e-13","7.82e-16","5.97e-08","2.61e-09","2.31e-10","8.62e-13","5.82e-02","7.88e-08","1.00e+00","1.00e+00","9.99e-01","1.15e-01","1.44e-05","1.85e-06","9.75e-01","1.00e+00","5.18e-04","5.23e-04","7.95e-01","4.12e-04","1.00e+00","1.00e+00","8.90e-01","1.00e+00"
"212","TCGA_LIHC","TCGA.QA.A7B7.01A","3","3","2","0","6","0","1","2","0","1.50e-01","1.00e+00","1.06e-06","1.65e-02","1.07e-01","2.75e-10","8.75e-01","1.00e+00","6.15e-02","1.00e+00","9.36e-01","2.04e-03","2.02e-09","5.78e-11","6.40e-17","4.06e-12","3.54e-14","4.96e-19","1.00e+00","9.39e-01","1.00e+00","9.97e-01","1.00e+00","3.23e-01","9.84e-01","3.02e-04","1.00e+00","3.14e-03","9.98e-01","2.46e-02","8.94e-01","6.50e-02","1.00e+00","1.22e-10","2.48e-03","9.54e-05","1.00e+00","9.98e-01","1.00e+00","6.80e-01","9.77e-01","1.00e+00"
"213","TCGA_LIHC","TCGA.DD.AACL.01A","2","1,2","5","5","2","0","2","0","1","9.63e-01","2.60e-10","2.46e-12","1.31e-05","2.06e-11","2.21e-09","4.88e-02","6.85e-09","9.72e-15","2.50e-06","1.02e-10","1.03e-10","1.00e+00","1.00e+00","1.56e-04","8.26e-01","7.36e-08","1.59e-02","1.00e+00","1.00e+00","1.00e+00","1.00e+00","9.35e-01","9.95e-01","1.00e+00","1.00e+00","1.75e-01","3.14e-06","1.98e-08","3.31e-01","1.00e+00","1.00e+00","1.00e+00","6.69e-02","1.00e+00","1.00e+00","1.00e+00","1.00e+00","9.84e-01","4.73e-03","6.78e-01","2.10e-04"
"214","TCGA_LIHC","TCGA.MR.A520.01A","6","6","0","0","2","2","2","5","3","2.48e-01","1.00e+00","1.00e+00","1.00e+00","1.00e+00","1.00e+00","7.87e-01","1.00e+00","1.00e+00","1.00e+00","1.00e+00","1.00e+00","2.60e-10","2.17e-11","9.96e-01","9.47e-01","1.00e+00","1.00e+00","1.62e-12","2.43e-10","3.67e-03","5.57e-01","1.00e+00","6.88e-01","6.76e-07","5.02e-07","5.33e-02","4.46e-01","1.00e+00","9.88e-01","1.74e-11","9.30e-12","2.34e-16","1.92e-11","6.06e-11","1.34e-02","1.05e-12","1.47e-10","9.22e-13","3.14e-01","1.31e-02","9.88e-01"
"215","TCGA_LIHC","TCGA.DD.A1EF.01A","5","5","3","0","0","0","4","0","1","3.91e-03","1.50e-05","5.14e-04","9.77e-01","1.60e-05","5.66e-01","9.98e-01","4.37e-01","3.17e-02","1.00e+00","3.35e-02","5.83e-01","1.00e+00","5.67e-01","2.71e-01","1.00e+00","2.74e-01","9.98e-01","9.99e-01","9.69e-01","7.30e-01","1.00e+00","9.88e-01","9.95e-01","2.32e-02","6.90e-07","1.12e-08","4.83e-09","1.10e-10","8.69e-03","1.00e+00","9.67e-01","7.28e-01","1.20e-02","1.00e+00","1.00e+00","4.36e-01","4.20e-01","1.89e-03","4.81e-03","9.92e-01","9.54e-05"
"216","TCGA_LIHC","TCGA.G3.A25T.01A","2","2","3","5","0","0","0","0","2","7.87e-01","8.99e-05","2.82e-04","1.15e-02","6.43e-05","6.30e-02","2.48e-01","5.20e-06","3.26e-10","5.02e-07","7.87e-10","1.84e-04","1.00e+00","1.00e+00","1.41e-02","9.81e-01","9.93e-01","9.92e-01","1.00e+00","1.00e+00","9.86e-01","9.71e-01","9.32e-01","1.00e+00","9.89e-01","1.00e+00","1.90e-02","2.98e-02","5.17e-03","1.00e+00","1.00e+00","1.00e+00","7.03e-03","7.01e-02","9.95e-01","9.96e-01","9.37e-01","1.00e+00","8.25e-03","3.37e-07","2.37e-05","4.48e-03"
"217","TCGA_LIHC","TCGA.FV.A4ZP.01A","2","1,2","5","5","1","0","1","0","2","6.33e-01","6.94e-07","1.12e-07","2.81e-04","6.59e-06","2.46e-04","4.10e-01","1.23e-06","6.27e-12","4.74e-06","1.62e-09","1.62e-08","1.00e+00","1.00e+00","2.04e-04","7.83e-01","3.30e-02","6.95e-01","1.00e+00","1.00e+00","1.00e+00","9.99e-01","9.19e-01","1.00e+00","1.00e+00","1.00e+00","2.19e-01","1.52e-03","1.28e-04","9.81e-01","1.00e+00","1.00e+00","9.67e-01","8.24e-02","1.00e+00","9.99e-01","1.00e+00","1.00e+00","3.06e-01","8.19e-07","2.05e-02","9.65e-04"
"218","TCGA_LIHC","TCGA.WX.AA44.01A","7","1,2,3,5,6,7","1","1","1","0","1","1","1","4.55e-01","7.33e-01","1.60e-04","6.00e-01","7.32e-02","3.93e-02","5.90e-01","9.27e-01","1.47e-06","9.03e-01","8.41e-03","1.91e-01","2.70e-01","7.49e-02","2.16e-11","1.87e-01","1.45e-02","9.93e-03","1.00e+00","1.00e+00","1.00e+00","1.00e+00","1.00e+00","1.00e+00","4.04e-01","9.96e-02","8.14e-01","3.44e-05","1.83e-02","6.16e-01","9.28e-01","9.92e-01","9.86e-01","5.45e-05","9.82e-01","9.99e-01","9.61e-01","8.11e-01","9.90e-01","3.18e-06","3.93e-01","1.40e-03"
"219","TCGA_LIHC","TCGA.DD.A4NE.01A","3","3","1","0","6","0","0","1","0","2.48e-01","1.00e+00","9.06e-02","2.88e-02","3.10e-01","4.72e-08","7.87e-01","1.00e+00","1.92e-01","9.99e-01","9.67e-01","9.28e-02","6.96e-09","2.07e-08","8.27e-16","6.19e-09","1.67e-06","1.68e-13","9.10e-01","8.09e-01","1.00e+00","9.77e-01","1.00e+00","9.91e-01","9.72e-01","1.34e-03","1.00e+00","2.39e-02","9.99e-01","5.61e-01","6.92e-01","3.31e-02","1.00e+00","2.31e-10","1.40e-03","3.33e-02","1.00e+00","9.09e-01","1.00e+00","9.55e-03","4.48e-01","9.70e-01"
"220","TCGA_LIHC","TCGA.CC.A7IG.01A","1","1,2","5","5","4","0","2","0","1","4.88e-02","1.09e-09","6.67e-14","7.71e-09","3.25e-12","5.30e-15","9.63e-01","2.03e-04","3.25e-15","1.57e-08","3.35e-11","1.54e-10","1.00e+00","1.00e+00","1.42e-15","5.18e-04","6.74e-10","1.49e-12","1.00e+00","1.00e+00","1.00e+00","1.00e+00","9.94e-01","1.00e+00","1.00e+00","1.00e+00","9.99e-01","5.18e-06","1.42e-07","1.45e-01","1.00e+00","1.00e+00","1.00e+00","6.71e-03","1.00e+00","9.95e-01","1.00e+00","1.00e+00","1.00e+00","1.99e-07","8.60e-01","6.02e-03"
"221","TCGA_LIHC","TCGA.ZP.A9D0.01A","6","6","0","0","2","3","2","4","3","1.50e-01","1.00e+00","1.00e+00","1.00e+00","1.00e+00","1.00e+00","8.75e-01","1.00e+00","1.00e+00","1.00e+00","1.00e+00","1.00e+00","6.74e-08","2.58e-09","1.00e+00","9.84e-01","1.00e+00","1.00e+00","4.11e-10","5.67e-11","5.04e-04","9.93e-01","1.00e+00","9.88e-01","3.64e-07","1.81e-08","1.60e-02","6.89e-03","9.89e-01","1.05e-01","3.14e-11","5.09e-10","1.21e-12","1.93e-06","1.09e-02","1.40e-03","1.07e-08","7.04e-10","6.48e-08","1.19e-02","8.99e-01","9.99e-01"
