"","datasetID","sampleID","predict.cluster","predict.cluster_withmultiple","NO.vote.1","NO.vote.2","NO.vote.3","NO.vote.4","NO.vote.5","NO.vote.6","NO.vote.7","class_1_vs_2.Pwilcox_greater","class_1_vs_3.Pwilcox_greater","class_1_vs_4.Pwilcox_greater","class_1_vs_5.Pwilcox_greater","class_1_vs_6.Pwilcox_greater","class_1_vs_7.Pwilcox_greater","class_2_vs_1.Pwilcox_greater","class_2_vs_3.Pwilcox_greater","class_2_vs_4.Pwilcox_greater","class_2_vs_5.Pwilcox_greater","class_2_vs_6.Pwilcox_greater","class_2_vs_7.Pwilcox_greater","class_3_vs_1.Pwilcox_greater","class_3_vs_2.Pwilcox_greater","class_3_vs_4.Pwilcox_greater","class_3_vs_5.Pwilcox_greater","class_3_vs_6.Pwilcox_greater","class_3_vs_7.Pwilcox_greater","class_4_vs_1.Pwilcox_greater","class_4_vs_2.Pwilcox_greater","class_4_vs_3.Pwilcox_greater","class_4_vs_5.Pwilcox_greater","class_4_vs_6.Pwilcox_greater","class_4_vs_7.Pwilcox_greater","class_5_vs_1.Pwilcox_greater","class_5_vs_2.Pwilcox_greater","class_5_vs_3.Pwilcox_greater","class_5_vs_4.Pwilcox_greater","class_5_vs_6.Pwilcox_greater","class_5_vs_7.Pwilcox_greater","class_6_vs_1.Pwilcox_greater","class_6_vs_2.Pwilcox_greater","class_6_vs_3.Pwilcox_greater","class_6_vs_4.Pwilcox_greater","class_6_vs_5.Pwilcox_greater","class_6_vs_7.Pwilcox_greater","class_7_vs_1.Pwilcox_greater","class_7_vs_2.Pwilcox_greater","class_7_vs_3.Pwilcox_greater","class_7_vs_4.Pwilcox_greater","class_7_vs_5.Pwilcox_greater","class_7_vs_6.Pwilcox_greater"
"93","TCGA_LIHC","TCGA.RC.A6M5.01A","7","7","0","0","0","3","2","4","5","8.75e-01","9.89e-01","1.00e+00","1.00e+00","1.00e+00","1.00e+00","1.50e-01","7.96e-01","1.00e+00","8.06e-01","9.99e-01","1.00e+00","1.16e-02","2.07e-01","1.00e+00","1.00e+00","1.00e+00","1.00e+00","2.83e-10","7.05e-06","6.48e-07","7.45e-01","1.00e+00","1.00e+00","2.42e-05","1.98e-01","2.99e-05","2.57e-01","1.00e+00","1.00e+00","1.07e-08","1.32e-03","2.01e-15","3.11e-04","2.49e-05","9.95e-01","4.83e-15","7.75e-10","2.24e-16","2.32e-08","5.49e-05","6.02e-03"
"94","TCGA_LIHC","TCGA.2Y.A9GZ.01A","6","6","0","0","4","2","2","5","1","1.80e-01","1.00e+00","1.00e+00","1.00e+00","1.00e+00","8.03e-01","8.50e-01","1.00e+00","1.00e+00","1.00e+00","1.00e+00","1.00e+00","6.95e-12","1.22e-12","3.39e-01","1.04e-06","9.07e-01","6.71e-07","2.71e-12","5.91e-12","6.62e-01","2.52e-01","1.00e+00","2.48e-03","4.45e-04","7.40e-09","1.00e+00","7.50e-01","1.00e+00","6.07e-01","3.41e-11","1.90e-11","9.34e-02","5.66e-10","3.95e-11","3.81e-06","1.98e-01","4.20e-09","1.00e+00","9.98e-01","4.02e-01","1.00e+00"
"95","TCGA_LIHC","TCGA.DD.AACO.01A","7","3,7","0","0","2","0","1","1","2","3.67e-01","1.00e+00","5.82e-01","9.83e-01","9.98e-01","9.99e-01","6.74e-01","9.95e-01","8.28e-02","9.98e-01","9.61e-01","9.97e-01","7.01e-08","5.39e-03","1.07e-06","2.29e-01","8.79e-01","7.80e-01","4.20e-01","9.18e-01","1.00e+00","1.00e+00","1.00e+00","1.00e+00","1.77e-02","1.83e-03","7.73e-01","1.33e-04","7.61e-01","8.85e-01","2.05e-03","3.98e-02","1.22e-01","7.48e-07","2.41e-01","7.79e-01","9.14e-04","2.66e-03","2.21e-01","1.07e-05","1.19e-01","2.34e-01"
"96","TCGA_LIHC","TCGA.LG.A6GG.01A","3","3,6","0","0","4","1","0","4","1","3.67e-01","1.00e+00","1.00e+00","8.95e-01","1.00e+00","2.78e-01","6.74e-01","1.00e+00","9.99e-01","9.99e-01","1.00e+00","1.00e+00","2.49e-08","2.76e-08","4.02e-03","2.65e-06","3.25e-03","1.35e-09","1.07e-04","1.12e-03","9.96e-01","6.16e-01","1.00e+00","5.28e-01","1.07e-01","1.41e-03","1.00e+00","3.87e-01","1.00e+00","9.61e-01","6.23e-06","1.18e-05","9.97e-01","1.14e-05","1.53e-04","2.16e-02","7.23e-01","6.97e-05","1.00e+00","4.74e-01","4.07e-02","9.81e-01"
"97","TCGA_LIHC","TCGA.BC.4073.01B","2","2","3","5","0","0","0","0","3","8.75e-01","7.90e-05","1.42e-04","4.77e-03","2.66e-04","8.12e-02","1.50e-01","2.17e-06","3.05e-11","2.07e-04","2.58e-07","2.06e-07","1.00e+00","1.00e+00","1.48e-01","8.86e-01","1.41e-01","9.53e-01","1.00e+00","1.00e+00","8.52e-01","9.98e-01","9.99e-01","1.00e+00","9.95e-01","1.00e+00","1.15e-01","1.73e-03","2.23e-01","9.99e-01","1.00e+00","1.00e+00","8.60e-01","1.39e-03","7.79e-01","1.00e+00","9.19e-01","1.00e+00","4.73e-02","9.56e-06","5.66e-04","2.67e-04"
"98","TCGA_LIHC","TCGA.ED.A7PZ.01A","1","1","3","2","2","2","1","0","0","8.20e-02","1.02e-01","4.35e-02","8.31e-04","1.70e-05","1.32e-09","9.36e-01","9.88e-01","7.65e-01","9.47e-01","4.85e-05","8.94e-05","8.99e-01","1.22e-02","1.48e-02","2.01e-03","1.02e-07","7.54e-11","9.57e-01","2.37e-01","9.85e-01","7.08e-01","8.90e-04","1.16e-06","9.99e-01","5.45e-02","9.98e-01","2.95e-01","4.41e-06","8.69e-03","1.00e+00","1.00e+00","1.00e+00","9.99e-01","1.00e+00","9.82e-02","1.00e+00","1.00e+00","1.00e+00","1.00e+00","9.92e-01","9.09e-01"
"99","TCGA_LIHC","TCGA.DD.A4NV.01A","6","6","0","0","2","3","2","6","5","4.55e-01","1.00e+00","1.00e+00","1.00e+00","1.00e+00","1.00e+00","5.90e-01","1.00e+00","1.00e+00","1.00e+00","1.00e+00","1.00e+00","1.13e-10","4.01e-08","1.00e+00","9.93e-01","1.00e+00","1.00e+00","1.43e-13","3.38e-12","2.52e-06","4.34e-01","1.00e+00","1.00e+00","5.20e-08","3.30e-06","6.81e-03","5.69e-01","1.00e+00","1.00e+00","7.51e-13","6.02e-12","7.15e-17","6.25e-12","3.49e-12","4.20e-04","1.51e-14","2.88e-11","4.12e-18","9.77e-05","7.14e-05","1.00e+00"
"100","TCGA_LIHC","TCGA.DD.A73G.01A","5","5","1","1","0","0","4","0","2","3.71e-02","2.05e-02","6.38e-04","8.90e-01","1.70e-01","5.05e-01","9.73e-01","2.13e-01","8.94e-04","1.00e+00","5.69e-03","7.82e-01","9.80e-01","7.90e-01","6.29e-02","1.00e+00","9.90e-01","1.00e+00","9.99e-01","9.99e-01","9.37e-01","1.00e+00","9.99e-01","1.00e+00","1.12e-01","2.27e-06","4.91e-05","1.11e-07","1.06e-07","1.74e-01","8.31e-01","9.94e-01","9.72e-03","1.39e-03","1.00e+00","9.88e-01","4.97e-01","2.21e-01","2.29e-04","3.50e-05","8.32e-01","1.34e-02"
"101","TCGA_LIHC","TCGA.G3.AAV3.01A","4","4","0","0","1","6","1","2","3","9.73e-01","1.00e+00","1.00e+00","9.99e-01","1.00e+00","1.00e+00","3.71e-02","7.31e-01","1.00e+00","9.97e-01","9.93e-01","1.00e+00","2.90e-04","2.73e-01","1.00e+00","1.00e+00","9.97e-01","1.00e+00","1.78e-13","2.23e-12","1.54e-13","2.11e-09","5.15e-09","2.32e-09","1.07e-03","2.72e-03","1.22e-04","1.00e+00","1.00e+00","9.93e-01","6.14e-06","6.80e-03","2.58e-03","1.00e+00","1.57e-04","7.08e-02","7.48e-05","3.58e-04","2.03e-06","1.00e+00","7.53e-03","9.35e-01"
"102","TCGA_LIHC","TCGA.G3.A25U.01A","3","3","0","0","6","2","1","5","1","2.13e-01","1.00e+00","1.00e+00","7.76e-01","1.00e+00","2.43e-03","8.20e-01","1.00e+00","1.00e+00","1.00e+00","1.00e+00","9.99e-01","9.34e-12","2.17e-11","8.28e-08","1.57e-12","2.03e-07","6.34e-17","3.45e-06","3.04e-07","1.00e+00","1.03e-01","1.00e+00","3.62e-03","2.27e-01","5.18e-06","1.00e+00","8.98e-01","1.00e+00","8.60e-01","3.15e-06","1.32e-09","1.00e+00","3.71e-08","5.85e-11","3.81e-06","9.98e-01","5.28e-04","1.00e+00","9.96e-01","1.45e-01","1.00e+00"
"103","TCGA_LIHC","TCGA.BC.A5W4.01A","3","3","0","0","6","2","1","5","1","1.02e-01","1.00e+00","1.00e+00","4.61e-01","1.00e+00","7.26e-03","9.18e-01","1.00e+00","1.00e+00","1.00e+00","1.00e+00","9.99e-01","7.34e-10","3.89e-12","2.21e-06","4.56e-11","2.78e-08","6.14e-15","2.44e-05","1.36e-05","1.00e+00","2.81e-01","1.00e+00","1.97e-02","5.43e-01","1.39e-04","1.00e+00","7.22e-01","1.00e+00","3.14e-01","5.88e-05","2.22e-06","1.00e+00","3.11e-04","1.61e-06","2.74e-04","9.93e-01","7.21e-04","1.00e+00","9.81e-01","6.95e-01","1.00e+00"
"104","TCGA_LIHC","TCGA.UB.AA0U.01A","7","7","0","0","2","0","0","3","4","5.45e-01","1.00e+00","6.32e-01","9.86e-01","1.00e+00","1.00e+00","5.00e-01","9.79e-01","4.85e-02","9.99e-01","9.82e-01","1.00e+00","2.38e-06","2.19e-02","5.50e-06","6.76e-01","1.00e+00","9.96e-01","3.69e-01","9.52e-01","1.00e+00","9.99e-01","1.00e+00","1.00e+00","1.43e-02","1.14e-03","3.25e-01","1.03e-03","9.84e-01","1.00e+00","4.21e-04","1.87e-02","5.21e-05","5.54e-08","1.64e-02","9.94e-01","1.00e-04","2.47e-04","4.02e-03","6.75e-11","2.05e-05","6.94e-03"
"105","TCGA_LIHC","TCGA.EP.A12J.01A","4","4","0","0","2","6","2","4","1","6.33e-01","1.00e+00","1.00e+00","1.00e+00","1.00e+00","9.71e-01","4.10e-01","1.00e+00","1.00e+00","1.00e+00","1.00e+00","1.00e+00","9.38e-11","3.58e-11","1.00e+00","2.48e-03","8.61e-01","3.50e-03","1.64e-15","3.54e-16","3.03e-12","6.11e-09","4.94e-07","1.54e-11","4.03e-04","5.40e-09","9.98e-01","1.00e+00","1.00e+00","1.40e-01","6.61e-11","2.16e-10","1.40e-01","1.00e+00","3.60e-06","7.63e-06","2.90e-02","2.86e-08","9.97e-01","1.00e+00","8.66e-01","1.00e+00"
"106","TCGA_LIHC","TCGA.G3.A5SI.01A","3","3","1","0","6","0","2","1","0","2.13e-01","1.00e+00","1.04e-02","1.12e-02","2.55e-02","2.25e-10","8.20e-01","1.00e+00","3.48e-01","1.00e+00","9.23e-01","2.81e-01","1.19e-11","1.45e-09","4.55e-16","1.43e-11","1.53e-16","2.87e-18","9.90e-01","6.54e-01","1.00e+00","9.99e-01","1.00e+00","4.82e-01","9.89e-01","1.50e-04","1.00e+00","8.05e-04","7.25e-01","4.30e-02","9.75e-01","7.84e-02","1.00e+00","1.93e-06","2.76e-01","4.61e-03","1.00e+00","7.22e-01","1.00e+00","5.21e-01","9.59e-01","9.96e-01"
"107","TCGA_LIHC","TCGA.FV.A4ZQ.01A","1","1","4","2","2","2","1","0","0","8.20e-01","5.52e-06","4.42e-05","7.38e-02","9.61e-09","1.61e-06","2.13e-01","9.82e-03","2.02e-02","9.00e-01","1.19e-07","2.57e-05","1.00e+00","9.90e-01","7.20e-01","9.63e-01","2.32e-09","9.65e-04","1.00e+00","9.80e-01","2.81e-01","8.15e-01","4.05e-05","3.78e-05","9.28e-01","1.02e-01","3.71e-02","1.87e-01","3.55e-09","2.97e-03","1.00e+00","1.00e+00","1.00e+00","1.00e+00","1.00e+00","9.97e-01","1.00e+00","1.00e+00","9.99e-01","1.00e+00","9.97e-01","3.29e-03"
"108","TCGA_LIHC","TCGA.DD.A4ND.01A","7","7","0","0","0","0","3","3","4","3.26e-01","6.69e-01","9.60e-01","1.00e+00","1.00e+00","1.00e+00","7.15e-01","6.44e-01","2.54e-02","9.56e-01","9.68e-01","1.00e+00","3.33e-01","3.60e-01","9.23e-01","1.00e+00","1.00e+00","1.00e+00","4.08e-02","9.75e-01","7.73e-02","1.00e+00","1.00e+00","1.00e+00","1.11e-04","4.50e-02","2.43e-07","1.07e-05","1.89e-01","9.85e-01","3.76e-04","3.21e-02","4.21e-12","2.95e-07","8.12e-01","9.55e-01","2.81e-13","7.92e-07","2.33e-16","1.60e-11","1.59e-02","4.94e-02"
"109","TCGA_LIHC","TCGA.ED.A8O5.01A","5","5","1","0","2","0","5","0","0","3.91e-03","7.90e-03","9.36e-02","9.97e-01","1.84e-03","1.27e-04","9.98e-01","9.99e-01","8.50e-01","1.00e+00","2.92e-01","9.40e-01","9.92e-01","5.89e-04","2.10e-02","1.00e+00","1.67e-02","4.81e-05","9.07e-01","1.51e-01","9.79e-01","1.00e+00","8.24e-01","1.22e-01","2.72e-03","3.62e-08","6.98e-05","5.56e-09","1.23e-10","1.76e-05","9.98e-01","7.10e-01","9.83e-01","1.80e-01","1.00e+00","8.94e-01","1.00e+00","6.08e-02","1.00e+00","8.79e-01","1.00e+00","1.14e-01"
"110","TCGA_LIHC","TCGA.UB.A7ME.01A","5","5","0","0","0","0","5","2","4","6.45e-02","8.04e-01","1.07e-01","1.00e+00","7.49e-01","1.00e+00","9.51e-01","3.69e-01","1.37e-02","1.00e+00","3.34e-01","9.98e-01","1.98e-01","6.36e-01","1.83e-01","1.00e+00","1.00e+00","1.00e+00","8.94e-01","9.86e-01","8.18e-01","1.00e+00","1.00e+00","1.00e+00","4.15e-06","1.82e-04","1.16e-08","5.83e-09","1.56e-05","1.93e-01","2.53e-01","6.68e-01","8.89e-07","5.78e-05","1.00e+00","1.00e+00","1.52e-08","1.63e-03","2.39e-13","1.30e-09","8.13e-01","1.91e-05"
"111","TCGA_LIHC","TCGA.CC.5264.01A","3","1,3","4","3","4","0","2","0","0","2.48e-01","9.69e-01","4.46e-09","6.40e-06","2.06e-07","1.21e-12","7.87e-01","9.98e-01","9.71e-07","2.32e-01","7.47e-04","3.08e-07","3.19e-02","1.61e-03","7.83e-16","8.48e-09","5.09e-16","2.87e-18","1.00e+00","1.00e+00","1.00e+00","1.00e+00","9.98e-01","8.56e-01","1.00e+00","7.72e-01","1.00e+00","1.25e-04","8.35e-04","2.50e-01","1.00e+00","9.99e-01","1.00e+00","1.87e-03","9.99e-01","5.00e-01","1.00e+00","1.00e+00","1.00e+00","1.45e-01","7.58e-01","5.17e-01"
"112","TCGA_LIHC","TCGA.DD.AADA.01A","7","7","0","0","0","1","4","3","5","1.02e-01","9.69e-01","9.99e-01","1.00e+00","1.00e+00","1.00e+00","9.18e-01","7.90e-01","9.54e-01","1.00e+00","9.99e-01","1.00e+00","3.19e-02","2.13e-01","9.89e-01","1.00e+00","1.00e+00","1.00e+00","7.83e-04","4.62e-02","1.07e-02","1.00e+00","1.00e+00","1.00e+00","1.71e-09","1.45e-07","8.55e-14","1.76e-07","1.81e-02","1.40e-01","3.88e-07","1.22e-03","5.47e-15","2.26e-07","9.82e-01","9.99e-01","7.69e-15","1.82e-09","4.12e-18","1.69e-08","8.66e-01","7.90e-04"
"113","TCGA_LIHC","TCGA.2Y.A9HB.01A","6","6","0","0","2","3","3","5","3","8.50e-01","1.00e+00","1.00e+00","1.00e+00","1.00e+00","1.00e+00","1.80e-01","1.00e+00","1.00e+00","1.00e+00","1.00e+00","1.00e+00","2.30e-07","2.42e-05","1.00e+00","9.99e-01","1.00e+00","1.00e+00","7.81e-12","2.04e-09","1.28e-05","4.37e-01","1.00e+00","9.98e-01","2.34e-06","5.75e-06","7.13e-04","5.66e-01","1.00e+00","9.97e-01","3.88e-10","3.27e-10","2.10e-13","1.66e-04","1.04e-05","2.48e-01","7.16e-14","9.33e-11","8.99e-15","1.70e-03","3.23e-03","7.66e-01"
"114","TCGA_LIHC","TCGA.DD.AACS.01A","3","3","1","0","6","0","1","1","0","8.20e-02","1.00e+00","9.10e-02","3.59e-01","6.51e-01","6.04e-07","9.36e-01","1.00e+00","7.91e-01","1.00e+00","9.97e-01","9.49e-01","4.90e-10","4.80e-12","2.49e-16","1.92e-11","1.11e-14","3.48e-18","9.10e-01","2.10e-01","1.00e+00","9.98e-01","1.00e+00","7.26e-01","6.44e-01","3.94e-05","1.00e+00","1.87e-03","8.59e-01","4.30e-02","3.52e-01","3.33e-03","1.00e+00","4.66e-06","1.42e-01","6.94e-03","1.00e+00","5.20e-02","1.00e+00","2.76e-01","9.59e-01","9.94e-01"
"115","TCGA_LIHC","TCGA.DD.AAE0.01A","1","1,2","5","5","2","0","2","0","2","2.73e-02","5.33e-11","7.93e-13","6.68e-06","1.19e-11","9.44e-11","9.80e-01","5.92e-06","2.94e-15","4.90e-04","3.05e-11","9.85e-10","1.00e+00","1.00e+00","1.25e-09","9.73e-01","3.71e-03","4.35e-04","1.00e+00","1.00e+00","1.00e+00","1.00e+00","8.72e-01","1.00e+00","1.00e+00","1.00e+00","2.72e-02","4.93e-07","1.07e-10","3.84e-01","1.00e+00","1.00e+00","9.96e-01","1.31e-01","1.00e+00","9.99e-01","1.00e+00","1.00e+00","1.00e+00","1.36e-07","6.25e-01","9.65e-04"
"116","TCGA_LIHC","TCGA.G3.A5SK.01A","6","6","0","0","2","3","2","6","4","8.75e-01","1.00e+00","1.00e+00","1.00e+00","1.00e+00","1.00e+00","1.50e-01","1.00e+00","1.00e+00","1.00e+00","1.00e+00","1.00e+00","2.72e-10","5.62e-05","1.00e+00","9.45e-01","1.00e+00","1.00e+00","1.35e-14","3.38e-12","1.96e-08","2.53e-02","1.00e+00","8.05e-01","9.08e-09","8.00e-06","5.60e-02","9.75e-01","1.00e+00","1.00e+00","1.75e-12","6.32e-12","2.25e-14","3.02e-08","2.30e-11","2.67e-04","5.61e-16","3.54e-11","1.68e-17","1.96e-01","4.60e-04","1.00e+00"
"117","TCGA_LIHC","TCGA.BC.A69I.01A","4","4","0","0","2","6","3","5","4","7.15e-01","1.00e+00","1.00e+00","1.00e+00","1.00e+00","1.00e+00","3.26e-01","1.00e+00","1.00e+00","1.00e+00","1.00e+00","1.00e+00","4.58e-09","5.33e-05","1.00e+00","1.00e+00","1.00e+00","1.00e+00","1.83e-15","2.17e-15","8.01e-17","5.56e-08","4.56e-05","3.59e-06","3.56e-06","2.31e-05","1.52e-04","1.00e+00","1.00e+00","9.99e-01","2.29e-12","5.59e-11","6.38e-16","1.00e+00","2.08e-09","5.34e-05","5.46e-13","2.29e-10","7.41e-13","1.00e+00","6.92e-04","1.00e+00"
"118","TCGA_LIHC","TCGA.BC.A10R.01A","7","6,7","0","0","0","1","1","4","4","2.13e-01","9.85e-01","1.00e+00","1.00e+00","1.00e+00","1.00e+00","8.20e-01","9.86e-01","9.97e-01","9.94e-01","1.00e+00","1.00e+00","1.53e-02","1.46e-02","9.80e-01","9.78e-01","1.00e+00","1.00e+00","4.55e-07","3.23e-03","2.04e-02","9.85e-01","1.00e+00","1.00e+00","3.64e-04","6.25e-03","2.24e-02","1.57e-02","9.90e-01","9.85e-01","1.97e-08","1.16e-04","4.78e-14","5.37e-06","1.03e-02","9.97e-01","1.00e-07","1.30e-08","5.32e-11","5.50e-08","1.59e-02","3.02e-03"
"119","TCGA_LIHC","TCGA.BC.A10X.01A","7","6,7","0","0","2","3","3","5","5","6.39e-01","1.00e+00","1.00e+00","1.00e+00","1.00e+00","1.00e+00","4.06e-01","9.99e-01","1.00e+00","1.00e+00","1.00e+00","1.00e+00","8.30e-07","8.68e-04","1.00e+00","1.00e+00","1.00e+00","1.00e+00","3.47e-14","4.70e-09","3.44e-10","1.09e-01","1.00e+00","1.00e+00","4.34e-06","1.07e-04","8.67e-05","8.92e-01","1.00e+00","1.00e+00","6.27e-13","4.64e-11","8.44e-17","7.09e-06","1.89e-09","6.65e-01","1.25e-15","2.34e-11","9.55e-19","1.42e-05","7.96e-06","3.51e-01"
"120","TCGA_LIHC","TCGA.BC.A10S.01A","7","6,7","0","0","1","3","2","5","5","8.50e-01","1.00e+00","1.00e+00","1.00e+00","1.00e+00","1.00e+00","1.80e-01","7.67e-01","1.00e+00","9.90e-01","1.00e+00","1.00e+00","1.94e-04","2.37e-01","1.00e+00","1.00e+00","1.00e+00","1.00e+00","1.67e-12","2.63e-05","1.42e-08","1.66e-01","1.00e+00","1.00e+00","4.62e-07","1.04e-02","1.54e-06","8.36e-01","1.00e+00","1.00e+00","1.09e-11","2.61e-09","1.17e-16","5.37e-06","7.76e-06","5.34e-01","8.18e-15","2.66e-10","9.99e-18","4.07e-05","1.76e-05","4.83e-01"
"121","TCGA_LIHC","TCGA.DD.AAVX.01A","4","4","0","0","2","5","3","4","3","9.36e-01","1.00e+00","1.00e+00","1.00e+00","1.00e+00","1.00e+00","8.20e-02","1.00e+00","1.00e+00","1.00e+00","1.00e+00","1.00e+00","5.29e-09","6.61e-05","1.00e+00","1.00e+00","1.00e+00","1.00e+00","3.64e-15","2.47e-13","3.69e-14","1.33e-06","3.94e-02","4.79e-04","2.73e-06","3.86e-04","3.25e-06","1.00e+00","1.00e+00","9.97e-01","4.95e-11","4.87e-09","1.38e-14","9.62e-01","1.39e-06","3.00e-02","3.55e-13","8.95e-10","5.11e-17","1.00e+00","3.50e-03","9.73e-01"
"122","TCGA_LIHC","TCGA.DD.AAVQ.01A","7","7","1","3","0","0","3","0","4","4.55e-01","2.38e-03","2.87e-04","9.98e-01","1.12e-03","1.00e+00","5.90e-01","6.61e-05","3.12e-05","9.97e-01","1.93e-05","3.38e-01","9.98e-01","1.00e+00","7.70e-01","1.00e+00","9.98e-01","1.00e+00","1.00e+00","1.00e+00","2.31e-01","1.00e+00","9.71e-01","1.00e+00","1.55e-03","3.63e-03","8.94e-11","9.26e-09","8.75e-09","1.93e-01","9.99e-01","1.00e+00","2.27e-03","3.00e-02","1.00e+00","1.00e+00","5.04e-05","6.65e-01","5.80e-15","3.04e-10","8.13e-01","1.14e-05"
"123","TCGA_LIHC","TCGA.RC.A7SH.01A","1","1,3","3","2","3","0","2","0","1","3.71e-02","4.71e-02","1.35e-10","5.40e-02","2.25e-07","1.38e-09","9.73e-01","9.49e-01","2.85e-08","9.70e-01","2.53e-05","2.04e-03","9.54e-01","5.23e-02","2.20e-15","3.96e-01","1.55e-06","1.28e-08","1.00e+00","1.00e+00","1.00e+00","1.00e+00","9.99e-01","1.00e+00","9.47e-01","3.15e-02","6.06e-01","2.61e-09","3.28e-09","6.51e-03","1.00e+00","1.00e+00","1.00e+00","1.45e-03","1.00e+00","9.88e-01","1.00e+00","9.98e-01","1.00e+00","6.02e-07","9.94e-01","1.34e-02"
"124","TCGA_LIHC","TCGA.G3.A3CJ.01A","4","4,6","0","0","2","5","2","5","3","2.48e-01","1.00e+00","1.00e+00","1.00e+00","1.00e+00","1.00e+00","7.87e-01","1.00e+00","1.00e+00","1.00e+00","1.00e+00","1.00e+00","1.20e-08","2.67e-06","1.00e+00","7.41e-01","1.00e+00","1.00e+00","1.46e-13","5.52e-14","9.48e-13","1.93e-05","1.95e-03","5.07e-09","1.09e-04","1.84e-07","2.61e-01","1.00e+00","1.00e+00","7.34e-01","5.60e-11","1.20e-08","2.11e-11","9.98e-01","6.56e-07","5.34e-05","2.01e-07","1.83e-08","9.73e-06","1.00e+00","2.74e-01","1.00e+00"
"125","TCGA_LIHC","TCGA.DD.A115.01A","6","6","0","0","4","1","1","5","1","7.52e-01","1.00e+00","1.00e+00","9.97e-01","1.00e+00","9.98e-01","2.85e-01","1.00e+00","9.80e-01","1.00e+00","1.00e+00","1.00e+00","5.36e-10","1.03e-08","4.09e-05","5.58e-04","9.99e-01","3.31e-01","4.68e-05","2.06e-02","1.00e+00","2.28e-01","1.00e+00","9.98e-01","2.65e-03","6.56e-05","9.99e-01","7.75e-01","1.00e+00","9.97e-01","2.28e-07","5.70e-07","6.97e-04","1.15e-08","1.71e-09","6.02e-03","1.96e-03","4.74e-06","6.70e-01","2.01e-03","3.23e-03","9.95e-01"
"126","TCGA_LIHC","TCGA.BC.A10Q.01A","2","1,2","5","5","0","0","0","0","0","7.87e-01","8.13e-08","9.01e-06","3.05e-06","1.34e-07","2.25e-08","2.48e-01","4.77e-05","2.50e-09","5.18e-06","1.71e-09","1.26e-07","1.00e+00","1.00e+00","6.40e-02","6.96e-01","5.09e-01","2.53e-01","1.00e+00","1.00e+00","9.36e-01","9.51e-01","3.10e-01","9.92e-01","1.00e+00","1.00e+00","3.06e-01","5.00e-02","1.88e-03","9.69e-01","1.00e+00","1.00e+00","4.93e-01","6.94e-01","9.98e-01","9.85e-01","1.00e+00","1.00e+00","7.48e-01","8.25e-03","3.27e-02","1.71e-02"
"127","TCGA_LIHC","TCGA.DD.A1EE.01A","4","4","0","0","4","6","0","0","0","7.87e-01","1.00e+00","1.00e+00","8.71e-01","9.94e-01","7.93e-03","2.48e-01","1.00e+00","1.00e+00","9.99e-01","9.78e-01","9.97e-01","4.52e-06","3.59e-04","1.00e+00","4.93e-03","6.78e-04","4.81e-08","6.17e-12","1.10e-11","2.62e-07","3.56e-07","1.58e-07","9.54e-09","1.31e-01","1.49e-03","9.95e-01","1.00e+00","9.44e-01","4.48e-01","5.76e-03","2.21e-02","9.99e-01","1.00e+00","5.66e-02","3.00e-02","9.92e-01","3.53e-03","1.00e+00","1.00e+00","5.61e-01","9.73e-01"
"128","TCGA_LIHC","TCGA.ZP.A9CY.01A","6","6,7","0","0","2","3","2","5","5","4.55e-01","1.00e+00","1.00e+00","1.00e+00","1.00e+00","1.00e+00","5.90e-01","1.00e+00","1.00e+00","1.00e+00","1.00e+00","1.00e+00","9.16e-10","7.90e-07","1.00e+00","9.96e-01","1.00e+00","1.00e+00","2.04e-13","2.30e-10","9.37e-05","3.94e-01","1.00e+00","1.00e+00","4.62e-07","1.97e-05","4.56e-03","6.10e-01","1.00e+00","1.00e+00","2.09e-12","1.81e-11","1.92e-16","1.59e-12","3.49e-11","7.08e-02","5.47e-15","3.92e-11","6.09e-17","4.12e-10","6.56e-07","9.35e-01"
"129","TCGA_LIHC","TCGA.FV.A23B.01A","3","3","1","0","3","0","2","0","0","2.48e-01","9.08e-01","5.43e-02","9.33e-01","7.06e-02","8.21e-04","7.87e-01","1.00e+00","3.11e-01","1.00e+00","2.18e-01","6.22e-01","9.31e-02","1.24e-04","5.51e-03","9.25e-01","2.18e-07","4.27e-08","9.46e-01","6.91e-01","9.95e-01","9.99e-01","9.66e-01","3.55e-01","6.87e-02","2.84e-04","7.59e-02","6.46e-04","5.90e-03","9.68e-02","9.30e-01","7.84e-01","1.00e+00","3.54e-02","9.94e-01","3.20e-01","9.99e-01","3.81e-01","1.00e+00","6.47e-01","9.07e-01","6.95e-01"
"130","TCGA_LIHC","TCGA.HP.A5MZ.01A","7","6,7","0","0","0","2","2","5","5","9.98e-01","9.98e-01","1.00e+00","1.00e+00","1.00e+00","1.00e+00","3.91e-03","1.82e-01","9.59e-01","8.25e-01","1.00e+00","1.00e+00","1.83e-03","8.21e-01","1.00e+00","1.00e+00","1.00e+00","1.00e+00","3.92e-11","4.15e-02","1.08e-07","5.22e-01","1.00e+00","1.00e+00","7.78e-07","1.79e-01","2.05e-09","4.81e-01","1.00e+00","1.00e+00","5.97e-10","7.76e-05","1.10e-16","2.70e-07","7.06e-06","9.98e-01","3.81e-16","2.66e-10","4.42e-19","8.38e-11","1.26e-06","2.80e-03"
